,Unnamed: 0,author,date,section,word_count,abstract,headline,source
1568,1568,"TINSEL, TIMMY","Dec 23, 2011",News,1149,"""He's just too fat!"" interrupted [Greta]'s older sister, Loretta Poinsettia, who also claims the title of chief spokeself. ""There's no way he could get HIMSELF off the ground, let alone Santa's sleigh!"" ""We weren't supposed to say WHY [Rudolph] can't fly tonight!"" Greta snapped at Loretta. ""As usual, you've ruined everything by trying to steal my thunder! Wait until Santa finds out what you've done!"" ""Sorry, Santa,"" Loretta said sheepishly. ""I shouldn't have interrupted, but Greta wasn't telling the whole truth, and you've always said that's the same as lying.""",Why NEPA Is Santa's First Stop,The Times - Tribune
1569,1569,"Krawczeniuk, Borys","Jan 29, 2012",News,1092,"""I had two Democrats tell me early on, 'There are only two things that we're worried about here. Getting re-elected and keeping or getting power back. If you vote yes, we will vote no and if you vote no, we will vote yes and our mission is to get the power back to drive our agenda,'"" [Tom Marino], a Republican, said. ""I don't think the people want that agenda of bigger government and more spending."" ""I'm doing what the people have sent me to Washington to do, overwhelmingly,"" Marino said. ""I hear it throughout my district. They're just tired of the spending that takes place in Washington, the regulation and the rules that are put into place that destroy jobs, and that's what I'm going to continue to do in Washington until my constituents tell me they do not want that."" ""And it's just not, it's not the case. I see people get on television and they talk about being bipartisan but that's smoke and mirrors,"" he said. ""But it gets down to basic philosophy. If you don't believe in smaller government, less spending and lower taxes, you don't believe it.""","In First Year, Marino Touts Spending Reductions",Citizens' Voice
1570,1570,"Davis, Meghan","Nov 4, 2011",News,274,"""I'm very excited,"" said [Sondra Myers]. ""First of all, I am a great fan of our president and from the beginning I was hoping that I might do something for him in his administration."" Myers, who was born in Old Forge, is the senior fellow for International, Civic and Cultural Projects at the University of Scranton, and the director of its Schemel Forum, a noncredit continuing-education program. In addition, she wrote numerous books, including ""The New Rwanda: Prosperity and the Public Good.""",NEPA Native Appointed To Obama Administration,Citizens' Voice
1571,1571,,"May 31, 2012",Opinion,1016,"After the cruel, grave-robbing state inheritance tax, the levy on our homes is the most ruinous, imposed with no relationship to one's ability to pay and based upon assessments that often seem to be pulled out of the air. After decades of ""debate,"" it is beyond the point at which state legislation should be enacted to rescue Pennsylvanians from the tentacles of the property tax. Editor: Your guest columnist Doug Bradley (""Recalling peace-activist soldiers"") on Memorial Day apparently doesn't get it and neither does The Times-Tribune. All of our brave men and women in the military are peace activists. Editor: Dharun Ravi was not some poor, innocent whose youthful prank went horribly awry (""Life Sentence,"" Your Opinion, May 30). No, he did not physically shove Tyler Clementi off the George Washington Bridge, but he is clearly responsible for setting in motion the events responsible for Tyler's despair and for ""pushing all the right buttons"" to make humiliated, degraded Tyler desperate enough to take his own life.",Letters To The Editor 6/1/2012,The Times - Tribune
1572,1572,Anonymous,"Jan 27, 2011",Opinion,973,"The president's words resembled ""Yes, we can!"" in the 2008 campaign. But now it's time to say, ""here it is and how we'll do it."" It's rare in Washington now to hear the word ""sacrifice"" in political oratory. That's revealing on the 50th anniversary of President Kennedy's inaugural invocation, ""Ask not what your country can do for you but what you can do for your country."" I support the president's plan to innovate, educate, build and reform. Certainly we need to cut the deficit and get our spending under control but it shouldn't be done on the backs of Americans who are barely getting by. Let's be smart about it and make the cuts where there is obvious waste and sweetheart treatment of the special interests (giant multi-nationals, banks, big oil, health insurance, armaments, pharmaceuticals, etc.).",Letters To The Editor - 1/28/2011,The Times - Tribune
1573,1573,"Buffer, Michael P","Sep 15, 2011",News,380,"The Federal Emergency Management Agency next week is expected to inspect damage from last week's flood to public property, roads and other infrastructure, said Steve Bekanich, Luzerne County Emergency Management Agency coordinator. FEMA will reimburse local governments and agencies for emergency-response costs but has not decided whether to reimburse public repair and cleanup costs. The total of public repair, cleanup and emergency-response costs in the county is about $30 million, Bekanich said. NESCOPECK TOWNSHIP","FEMA To Inspect Properties, Roads Next Week",Citizens' Voice
1574,1574,,"May 5, 2012",Sports,323,"""He was talking to me and saying he had spoken to people in Scranton that he is close friends with and was joking with them about the success of the Delaware team,"" [Lauren Carra] said in a phone interview this week. ""He said my name has been brought up many times by his friends in Scranton when he talks about Delaware."" ""It's been nothing but a dream that any of this would have happened,"" Carra said. ""Win the Colonial Athletic Association tournament, go to the NCAA tournament, go to the vice president's house.""",Carra Enjoys Veep's Invite,The Times - Tribune
1575,1575,,"Nov 28, 2011",Opinion,1011,"The SBDC remains one of the federal government's most successful programs to provide management and technical assistance for new and existing enterprises. Moreover, its importance to our nation's economy is recognized with additional funding from state funds and the University of Scranton. If you are considering starting a business or already in business, the SBDC is there to help. Sadly, however, this program is in danger of facing funding cuts. Implore your state and federal legislators to support the SBDC. Its importance to our nation's economy is crucial. Future jobs depend on it. Editor: Pennsylvania's junior U. S. Sen. Pat Toomey displayed impressive leadership as a member to the congressional supercommittee even though it failed to reach its goal of reducing federal government spending. Even former Gov. Ed Rendell praised his efforts, calling Sen. Toomey ""a positive force.""",Letters To The Editor - 11/29/2011,The Times - Tribune
1576,1576,Anonymous,"Aug 5, 2011",Opinion,531,"To all the callers that are complaining about the Gillingham Charter School, which didn't get off its feet yet or didn't even stand up and start and you're complaining about it: Did you not read The Republican and see the low ratings of some of the public schools around the county? Did you not read about this several times in the paper that they are low in reading and math scores? Any kind of a boost to a child's education is a good thing. Pray for them and help them to work well and do well for their students. That would be more of a help than complaining. Just a logical suggestion: Why don't the Railway Park Little League and Rotary Little League combine? It's the logical thing to do. It's a win-win situation all around with player selection, fan attendance, concession stand. I hope it's being considered, because it's the right thing to do and it should have been done years ago. Get the ball moving guys.",Thunder/Enlightning,Republican & Herald
1577,1577,,"Feb 20, 2012",Opinion,438,"Rick Santorum has said that Mormonism is a cult. Now he is attacking President Obama's religious views. Is Rick Santorum prejudiced? A recent letter to the editor stated that the pill is a mini-abortion. The pill prevents a pregnancy; it does not abort a pregnancy. Also, Shippensburg University has had that machine for two years. Not all students are Catholic, but it is an option for them. And for students who are Catholic, if you don't want the machine or contraception, don't use it. But don't stop other people. As for people opposed to insurance covering the pill, can you tell me why it is fair that most insurance companies already cover Viagra and Cialis?",Sound Off 02-21-12,The News - Item
1578,1578,,"Sep 2, 2012",Opinion,774,"In Afghanistan, the Taliban is waiting out our departure. [Obama]'s military strategy is geared toward re-election, not victory. Obama supported the war in Afghanistan during the 2008 campaign because he didn't want to seem soft on defense. A failure in Afghanistan would once again permit a safe haven for terrorists. Moreover, it would threaten to destabilize neighboring Pakistan, a country with a stockpile of nuclear warheads. It is America's war to win or lose. America can always come home, but she can never again be sure her enemies won't follow. You don't have to be commander-in-chief to know that any troop withdrawal deadline only encourages the enemy to bide its time. On his third day in office, Obama authorized federal funding for overseas abortion and reversed the [George W. Bush] administration's conscience clause for medical personnel. There's no doubt this order killed more babies than the combined wars in Iraq and Afghanistan. Obama is willing to sit down with Iran, but won't give pro-life Christians the time of day. Obama was the first U.S. president to issue a statement in favor of abortion on the anniversary of Roe v. Wade that has resulted in the deaths of over 50 million and counting.",No 'A' For Obama,The News - Item
1579,1579,,"Oct 23, 2012",Opinion,341,"Recently the United States Trade Representative, Ron Kirk, sent a letter of dispute to the World Trade Organization on behalf of the American auto industry. Ron Kirk, has asked the WTO to contact the Chinese government on their ongoing violations regarding the manufacturing of auto parts designated for export. This should be on every news station in the country. We are actually doing something about trade with China, even though it's not being reported. Illegal trade practices harm both American production and undercut American working morale. If foreign competition was legit and their costs were lower, then there would be no reason for them to break the rules of trade.",China Cheats On Trade Policy; WTO Should Clamp Down On It,Citizens' Voice
1580,1580,,"Oct 4, 2012",Opinion,688,"This is regarding the Kulpmont mayor putting his nose in everything that he shouldn't. The mayor is supposed to know what goes on in the borough of Kulpmont, but his main job is to worry about the police and make sure the police do their job, which he doesn't always do. Your Tuesday, Oct. 2, editorial page column by Walter Brasch: This is a classic example of media bias. He leans so far to the left that few people pay attention to him. Frog's take: Brasch's column usually runs on a Sunday on the same page as Greg Maresca's ""Talking Points,"" which does a fine job of pulling the content of the page back toward the right. So, that's not media bias; that's ""fair and balanced."" This is Kulpmont Councilwoman Niglio responding to the caller who wanted to know where I went. I am still on council trying to be as effective as I can in cleaning up the borough of Kulpmont and other things. We have accomplished a lot since I came on board in January. I am more than willing to talk to anyone who has a problem or issue. Please call me; I am listed in the phone book. That will be more helpful than calling Sound Off. Frog's take: You said it!","Sound Off: Thursday, October 4, 2012",The News - Item
1581,1581,,"Oct 1, 2011",Opinion,803,"[...] President Barack Obama's federal health care reform expanded coverage to millions of Americans in part by making deep cuts in Medicare - $14.6 billion was reduced for the care of those in nursing homes over 10 years. Both the supercommittee and the White House are also looking to find savings from inadequately funded Medicaid programs, by reducing federal matching requirements and almost halving or eliminating ""provider assessments"" that help 38 states fund quality long-term care services for seniors and people with disabilities.",Stop The Shell Game : Congress Is Swindling The Elderly,The Daily Review
1582,1582,,"Oct 2, 2012",Opinion,735,"The problem here in Kulpmont is the mayor puts his nose in everything that he shouldn't and causes more problems than it is worth. Frog's take: Shouldn't the mayor be concerned about most, if not all, things in the community? This is to ""Don't beat 'em, join 'em."" Have you heard of the Alaska site? This is 346 acres of county land that has been developed for all and is ready now. If Mr. [Dave Kaleta] does not lift a finger to do another single thing, he has done more that you can only dream of. He has done plenty before this AOAA was ever thought about. This is for the individual who keeps calling and commenting for the people of Bear Valley to move. I am talking about what came first. My home was there before the Filler plant. So I suggest you stop making comments. You don't have to live in the filth that we have to live in and breathe. I don't think it is fair that people can call and just shoot their mouths off when they have no idea what they are talking about. Frog's take: With all due respect, that is what Sound Off is all about. Thanks for setting the record straight in your case.","Sound Off: Tuesday, October 2, 2012",The News - Item
1583,1583,,"Jan 21, 2012",Opinion,783,"With less than one year to go before the presidential election, the Obama administration continues to advance its pro-abortion stand on multiple fronts. Obama has insisted that the federal government continue funding Planned Parenthood, the nation's largest abortion provider. Your tax dollars have resulted in the abortion of 350,000 babies since Obama took office. In an irony for the ages, this abortive-genocide that is thriving within the black community is not a problem for the nation's first black president. When asked to explain his support for Planned Parenthood in 2008, Obama replied, ""I've got two daughters, 9 years old and 6 years old. I am going to teach them first of all about values and morals. But if they make a mistake, I don't want them punished with a baby."" How do you think the Rev. Dr. Martin Luther King would respond? Over the next four years, the biggest abortion-related issues lie with whoever is elected president as the president selects new justices for the Supreme Court. Presently, the court's membership is closely divided between pro-life and pro-abortion justices. Depending on who leaves, the balance can tip in either direction. Obama has remained committed to naming supporters of Roe v. Wade that remains a core detriment to the pro-life movement.",Pro-life's Foot Soldiers,The News - Item
1584,1584,"Krawczeniuk, Borys","Oct 26, 2012",News,1416,"""These aren't Medicare ideas that they have,"" [Bob Casey] said of Smith's proposals, which involve some privatization. ""This is a radical agenda to change how we take care of folks, how we provide basic benefits. ... Think about the pattern. Take away the guaranteed benefit from Medicare. Social Security in the private market. It's an ideological takeover of American life. And it's radical. It's not Democrat or Republican, it's radical."" ""I'm certainly not prepared to sit down and lay out different proposals because we're not there yet,"" Casey said. ""I know I haven't and I don't think most members of Congress have reached that point yet. Before any of those proposals are embraced by me, I'd want to sit down and talk directly with the people (experts) who understand the impact of that ... Look, I think there are plenty of people in Washington on both sides of the aisle that can sit down in Washington and work this out without going into that radical direction (Smith favors)."" ""We just barely opened the door on that the last couple of years,"" Casey said. ""I guess I don't equate a series of good steps with a radical approach over here (in Smith's corner). I don't think they're equivalents.""","Smith, Casey Differ Sharply On Social Security, Medicare",Citizens' Voice
1585,1585,Anonymous,"Jul 22, 2011",Opinion,516,"The Tea Party loves Thomas Jefferson's quote ""The government is best which governs least."" However their anti-government ideology makes it difficult for elected Republicans to actually govern. Jefferson theorized about ""least government"" when most Americans were farmers and slaves worked his plantation. We live in an age when terrorists fly planes into skyscrapers and Wall Street bankers gambling other people's money can throw 8 million people out of work. Today most GOP candidates swear a pledge to Grover Norquist to never raise a nickel in new revenue. They refuse to end taxpayer subsidies to Big Oil while its profits and our gas prices soar, let alone return to the Clinton rates when we had surplus budgets and $10 trillion less in debt. The founders were consumed with the public good while Norquist is consumed with private fortunes.",Tea Party Republicans 'pro-rich Zealots',Standard - Speaker
1586,1586,"RANDOM, RODERICK","Jan 27, 2012",Opinion,808,"- Venture capitalist and biotech valve inventor Steve Welch, 44 votes, a victory in the northeast caucus, and the darling of Gov. Tom Corbett, according to the website for all things Pennsylvania political, PoliticsPA.com. The governor's backing is big, especially if it sways the southeast caucus, which, PoliticsPA.com reported, held off on endorsing last week when the governor started calling around on Mr. Welch's behalf. Mr. Welch switched from Republican to Democrat in 2005, backed Joe Sestak for Congress in Southeast Pennsylvania and voted for Barack Obama in the 2008 Democratic presidential primary, then switched back to the ""Rs."" Mr. Welch contends he switched as a protest because the Republican Party was ""growing the size of government at a rate that was unhealthy,"" but never believed in Democrats' ""big-government policies."" The Rothenberg Political Report has Mr. [Bob Casey]'s seat rated ""safe Democrat"" and the Cook Political Report, Congressional Quarterly and Sabato's Crystal Ball all have it ""likely Democratic.""",No Front-runner In GOP Field,The Times - Tribune
1587,1587,"KRAWCZENIUK, BORYS","Oct 15, 2012",News,1218,"""Because I do care,"" the president said during a visit on Oct. 8 to San Francisco. ""I care that folks with pre-existing conditions can still get insurance. I care that insurance companies don't jerk you around."" ""Maybe they could have gotten parents to realize this is an issue and parents could have gone to insurance companies and demanded that their children be left on the insurance,"" she said. ""I think that they would much prefer that to having to deal with a whole government takeover of our health insurance. But this government doesn't have any faith in the American people. I do."" ""So the challenge is to get 100 percent of people covered,"" he said. ""Uninsured care happens and it's just a question of who pays for it. If you don't cover it, the people paying for it are the providers. It's the doctors, it's the nurses, it's the hospitals.""",Health Care Reform Still Divisive Topic Among Candidates,Standard - Speaker
1588,1588,"Loewenstein, James","Feb 20, 2012",News,1317,"Since the 1980s, when the Department of Education was much smaller then it is today, the ranking of the United States' educational system has fallen from at or near the top to the point where it is now ranked lower than in many other industrialized nations, he said.",Stumping In Towanda,The Daily Review
1589,1589,,"Oct 19, 2012",Opinion,110,"On Tuesday, November 6, as you enter the polling precinct and stand alone before the computer screen so that no one but God can see; as your eye searches out the ballot and you raise your arm to register...",When You Cast Your Ballot Imagine Tiny Hand In Yours,Citizens' Voice
1590,1590,"USALIS, JOHN E","Jan 26, 2011",News,395,"""In general, State of the Union addresses are pretty broad in nature and not all that specific, so the devil will be in the details as we move forward,"" [Tim Holden] said Monday from his Washington office. ""I think he ([Barack Obama]) is striking some good themes to make America more competitive in the global economy. We have lost millions of manufacturing jobs overseas, so we have to make improvements in American competitiveness."" ""You can't just eliminate one agency. It's going to have to be shared sacrifice,"" he said. ""That's what I'm looking for. I believe that we can tighten our belts. In the farm bill, the agriculture committee reduced agriculture spending by $6 billion. If every other agency did the same, we would make giant steps forward.""","Holden: Priorities Should Be Spending, Economy",Republican & Herald
1591,1591,"KRAWCZENIUK, BORYS","May 26, 2012",News,1167,"""You have both fiscal challenges and the drawdown from our forces from Afghanistan and Iraq. So we've got some significant challenges ahead of us,"" Democratic U.S. Sen. Bob Casey said in an interview. ""It could affect everything a?[broken bar] I don't think we know exactly in what way yet."" ""There hasn't been any talk that I've heard of any upcoming (closure commission) processes taking place right now,"" U.S. Rep. Lou Barletta, R-11, Hazleton, said in an interview. ""I think Tobyhanna's safe, and obviously it's very important to us here because it's one of our largest employers."" ""I think with a lot of hard work and a lot of teamwork where people are coming together as they always have with regards to Tobyhanna, Tobyhanna can survive, but it's not without a lot of hard work,"" he said. ""I don't have reason to believe it would reach that extent (closing), but obviously there are some real pressures here. That's why it's important to emphasize the specialized, experienced work force, the product that they provide. a?[broken bar] The more we can do that and amplify our message on the merits of what they bring to our national defense, the better.""","Defense Spending Cuts On Horizon But Depot In A Strong Position, Say Advocates",The Times - Tribune
1592,1592,,"Jul 29, 2012",Opinion,519,"Dear Mr. Drug Dealer, Dear Mr. Landlord who rents to the drug dealer: This is a nice neighborhood. We don't want you, the drug dealer, and we don't want you, the slumlord, if you're renting to this type of person. Get out of the neighborhood, please. The 100 block of North West Street and the 200 block of West Coal Street are hotbeds for drug dealers. It's a shame. The drug dealers are also back on the corner by Armondo's sitting there dealing drugs all night long. Come on, Shenandoah PD, do your job and arrest these guys. This is a residential area and the people shouldn't have to put up with this drug crap every night. About truck drivers: The reason you can't get a job when you first get out of trucking school is insurance requires three years' experience. I've been working in trucking 30 years and lost my job because you can't get good drivers anymore.","Thunder/Enlightning, July 29, 2012",Republican & Herald
1593,1593,"KRAWCZENIUK, BORYS","Oct 14, 2012",News,1867,"""But how do you think they can prevent people (from getting coverage)? Through costs,"" Mr. [Tom Marino] said. ""Certain aspects of diseases, particularly where there's no cure for it, they're not going to hesitate to say the cost of treating someone for a disease like this (for) which there's no cure is too expensive so we're not going to do it."" ""It's not perfect and I'm not a big fan of the mandate at the end of the day,"" he said. ""I do think it's a stake in the ground,"" he said. ""There's a ton of things (that need tweaking) I'm sure, but I would need to look at it on a line by line basis."" ""So the challenge is to get 100 percent of people covered,"" he said. ""Uninsured care happens and it's just a question of who pays for it. If you don't cover it, the people paying for it are the providers. It's the doctors, it's the nurses, it's the hospitals.""",Congressional Candidates Spar Over Future Of Health Care,The Times - Tribune
1594,1594,"Krawczeniuk, Borys","Sep 29, 2012",News,427,"In the 11th Congressional District, incumbent Rep. Lou Barletta, R-Hazleton, and Democratic activist/consultant Gene Stilp of Middle Paxton Township are scheduled to debate at the same Wilkes venue at 8 p.m. Oct. 8, Stilp and Barletta's campaign manager, Lance Stange Jr., confirmed. Stilp has challenged Barletta to nine debates - one in each county of the 11th district as it will be constituted starting in January. Stilp said Friday each county deserves a debate because the district is different because of redistricting. ""The Congressman has said all along that he believes debates are important, that is why he is planning to do the same number of debates as President [Barack Obama] and Gov. [Romney] in formats that will give every person in the 11th district an opportunity to either watch or listen to the candidates debate,"" Stange said.",Local Congressional Candidate Will Debate Issues,Citizens' Voice
1595,1595,,"Sep 14, 2012",Opinion,415,"About New Castle Township/Arnot's Addition not having any ordinance about shrubbery and not cutting grass: People, look at Saint Clair. This town is going to pot. There are many properties in Saint Clair that need shrubbery and grass cut. Please wake up. What is an ordinance about shrubbery? Do you have to have shrubbery or can you eliminate it? If Saint Clair is going to pot, are they smoking the shrubbery? What's going on with all this shrubbery? I think you're misinformed. I never heard of any police department randomly pulling people over, especially in the U.S. It would be expensive and could be dangerous and considered profiling. Now a checkpoint is different, as in a sobriety checkpoint. That's constitutional because everyone is stopped.","Thunder/Enlightning, Sept. 14, 2012",Republican & Herald
1596,1596,,"Nov 1, 2012",Opinion,133,President Obama made a lot of promises that were only words for personal gain and con the American divided people.,What Has Obama Done For Me? The Answer Is 'nothing',Citizens' Voice
1597,1597,Anonymous,"Sep 3, 2011",Opinion,347,"That clearly is not the case, however. Incredibly, Speaker John Boehner rejected [Barack Obama]'s request to address a joint session of Congress on Wednesday. The reason is the House Republicans' true priority: they want to defeat Obama next year. So, the president of the United States has been denied the opportunity to address Congress in order not to interfere with a ""debate"" among GOP presidential candidates, 14 months before the presidential election. That, in a word, is ridiculous.",Make Job Creation A Top Priority,Citizens' Voice
1598,1598,,"Oct 28, 2012",Opinion,772,"Why should Obama keep his job when so many Americans have lost theirs? Obama's allegiance to the unemployed is unquestioned because in January he'll join them. Unsustainable is Obama's economy: The director of the Congressional Budget Office published a white paper on the nation's economy stating, ""The explosive path of the federal debt that the Congressional Budget Office projects under what many observers would view as current policies underscores the need for policy changes to put the nation on a sustainable course. The aging of the population and rising costs for health care will push spending for Social Security, Medicare, Medicaid, and other federal health care programs considerably higher as a percentage of gross domestic product."" The report concludes saying without major increases in revenues and/or substantial cuts in spending, ""the resulting budget deficits will increase federal debt to unsupportable levels."" Too many Americans don't comprehend how detrimental Obama's policies are and how a second term would only serve to imperil America's future. Examine his four years and list one improvement at home or abroad. The carnival of ineptitude and transgressions are legion. Obama offers nothing new, only blame. In retrospect, besides Michelle Obama, the only other person grateful that Obama was ever elected has got to be Jimmy Carter, who is no longer the worst president in U.S. history.",U Still Undecided,The News - Item
1599,1599,,"Nov 1, 2012",News,91,"The campaign never announced where [Joseph Biden] planned to appear, but Lackawanna County Democratic Party chairman Harry McGrath said the party's annual dinner at St.",Biden Cancels Scranton Visit Due To Sandy,The News - Item
1600,1600,"KRAWCZENIUK, BORYS","Jun 30, 2012",News,368,"""We decided also to see some of my old friends and take my granddaughter to the fireworks,"" he said. ""I'm going to be around for the fireworks. ... My granddaughter, she's only 7 years old, she said, 'Pop, can I see the house, can I see the house, pop?' Because she's seen the pictures of my old house, all that stuff. ... It's just kind of cool to go home."" ""To me, it's kind of like going back and drinking from a fountain ... Folks up that way, Democrat, Republican, it doesn't matter. They're just good, good, damn hard-working decent people.""","Biden Visit Tuesday To Include Trip To Childhood Home, Fireworks In Scranton",The Times - Tribune
1601,1601,"Krawczeniuk, Borys","Oct 17, 2011",News,835,"[Bob Casey]'s endorsement gave [Barack Obama] a badly needed boost at the outset of his six-day, introductory tour before the Pennsylvania Democratic presidential primary and it didn't hurt that fall either. After Obama won, Casey signed on as one of the biggest supporters of the president's agenda. ""But you'd be far too naive to think that especially with a big election year coming up, a senator wouldn't have those considerations on his mind,"" [Christopher P. Borick, Ph.D.] said. ""You have to consider that Bob Casey as he looks over his game plan for re-election next year could use some distance between himself and President Obama. It's clear that the president's standing isn't in great shape in Pennsylvania and that if the election were today he would be a drag on some Democratic candidates. And, of course, Bob Casey has been tight with the president and supportive of his policy agenda."" A Franklin & Marshall College poll around the same time showed Obama's job approval at 34 percent and Casey's at 32 percent. His potential Republican challengers never let Casey forget of his allegiance to Obama.","With Election Looming, Casey Tries To Separate From President",Citizens' Voice
1602,1602,"Sisak, Michael R","Oct 17, 2012",News,591,"""You're forced to vote sometimes for bad policy or policy that you wouldn't normally support,"" [Lou Barletta] said. ""But the alternative is, 'If you don't pass this today, tomorrow the world will come to an end, the country will collapse, the government will shut down.'"" ""Instead, they worked two years on a government takeover of health care while unemployment was over 8 percent and more and more people were losing their homes, their houses, their jobs,"" Barletta said. ""How can you look four years later and say these policies worked? I don't remember the American people saying, 'We're sending in a majority to take over the health care of Americans.'"" Asked if he agreed with the Republican nominee, Barletta said: ""I don't believe that. I don't believe that. I don't believe that people, that they're freeloaders. I wouldn't say anything like that.""",Barletta Fed Up With 'gridlock' In Congress,Citizens' Voice
1603,1603,,"Oct 30, 2012",Opinion,402,"You still have freedom of speech and I have freedom of the press. You call in and make racist statements and I make fun of you. That's the way this T/E column works. If you have to say, ""I'm not a racist or anything, but ..."" then you're a racist. I thought T/E was a forum for people to air their opinions and views. When somebody mentions the word black or white, right away that bimbo, the commentator, calls them a racist. If anybody is a racist, it's you. All you are is a bimbo who thinks she's smart from Cumbola and if you live in Cumbola, you're anything but smart. Let me see you print that.","Thunder/Enlightning, Oct. 30, 2012",Republican & Herald
1604,1604,Anonymous,"Jan 19, 2011",News,262,"""Companies are already announcing benefit cuts, a labor union has announced it will no longer cover dependent children and some companies have stopped offering retiree health care,"" [Tom Marino] said. ""All of this is coming at a time when roughly 15 million Americans are searching for work."" The Obama administration's own actuaries at the Centers for Medicare and Medicaid Services warn that the Medicare cuts contained in the law are so drastic that ""providers might end their participation in the program.""",Marino Co-sponsors Repeal Bill,The News - Item
1605,1605,,"Nov 29, 2011",Opinion,1157,"Editor: President Obama will make an ""official"" visit to Scranton today. The purpose of the trip is ostensibly to talk about his jobs bill but it is obvious it is simply a re-election campaign visit paid for by the U.S. taxpayer. The president has acknowledged our nation's natural gas revolution. In a speech earlier this year, he said ""the potential for natural gas is enormous,"" noting that there is broad bipartisan support for using more of this abundant, clean-burning, homegrown resource ""in the shale under our feet."" Editor: The Nov. 25 editorial, ""School board perpetuates bad practices,"" addresses the blatant historical politics by the ""good old boys"" that is ongoing in Scranton.",Letters To The Editor - 11/30/2011,The Times - Tribune
1606,1606,,"May 12, 2012",News,397,"1. What is the name of Lucille Camoni's shoe shop in downtown Scranton that will close next month? D. ""Bobby C. and Fort Dix Dixies"" 10. What was the topic of U.S. Sen. Bob Casey's speech in Scranton on Friday?",News Quiz 5/13/2012,The Times - Tribune
1607,1607,"Krawczeniuk, Borys","Jul 19, 2011",News,877,"""We have to ask why places like the Geisinger Health System in rural Pennsylvania, Intermountain Health in Salt Lake City, or communities like Green Bay can offer high-quality care at costs well below average, but other places in America can't,"" [Barack Obama] said, according to a prepared text of his remarks. ""They're not playing just one note here, they're playing a symphony,"" Medicare head Dr. Donald Berwick told Times-Shamrock newspapers in 2009 when he was chief executive of the Institute for Healthcare Improvement. As Medicare's chief, Berwick appointed a former Geisinger official, Dr. Richard Gilfillan, as head of a Medicare innovation center. Geisinger has grown into multiple hospitals, including Geisinger Wyoming Valley in Plains Township and Geisinger South Wilkes-Barre; 37 community doctors' offices; the Marworth Alcohol and Chemical Dependency Center; and helicopter ambulances in Avoca, Danville, State College, Williamsport and Minersville.",Geisinger Enters Scranton Market,Citizens' Voice
1608,1608,,"Aug 27, 2012",Opinion,948,"Editor: During Mitt Romney's July trip to Israel, where he pandered to the far-right hard-liners, he made remarks which need emphasis because they speak to his world view. He said the Israelis have a better economy than the Palestinians because ""culture makes all the difference"" and he referred to the ""hand of providence."" In other words he invoked a cultural superiority and a superior deity. Editor: What's in a name? An awful lot, when it comes to the new moniker for Scranton/Wilkes-Barre's Triple-A baseball team. Some locals may be taking it a bit too seriously. I've seen and heard a cascade of caustic complaints about the list of finalists that includes Trolley Frogs, Black Diamond Bears, Blast and Porcupines. What shall we name our baseball team? Let's look out the window and think. ""Oh, there's a pretty red bird. I've got it. The Cardinals."" That could have been what they were thinking in St. Louis a long time ago.",Letters To The Editor - 8/27/2012,The Times - Tribune
1609,1609,"Iorfino, Michael","Aug 8, 2012",News,857,"""I am confident that Republicans and Democrats will come together to avoid the adverse impact of substantial arbitrary cuts imposed by sequestration, reduce the deficit and keep the economy on track,"" said U.S. Sen. Bob Casey in a statement to the Times-Tribune. ""I have supported a trillion dollars in cuts and believe we need even more. But we need to take a balanced approach that keeps the economy growing and doesn't jeopardize our national security."" ""If you cut $1.3 billion out of an agency like the FAA, there are going to be some real consequences,"" Mr. [Scott Lilly] said. ""Almost all of their money is spent on salaries and expenses ... it would be a huge loss for the smaller airports."" ""It would have a tremendous ripple effect, not only on the local tourism industry, but also on the airport employees,"" Mr. Lilly said. ""We're talking about the jobs of pilots, flight attendants, ground crews, airline mechanics, baggage handlers and that's just to name a few.""",Wilkes-Barre/Scranton One Of More Than 100 U.S. Airports At Risk Of Closure,The Times - Tribune
1610,1610,,"Oct 18, 2011",Opinion,224,"Sen. Tom Harkin, Iowa Democrat and chairman of the Senate education committee, has introduced a massive bill that includes many valuable provisions but one destructive one. It would turn over responsibility for meeting standards to state governments and local school districts - the very same parties that failed to establish standards before NCLB became law.",Don't Forfeit Accountability,The Times - Tribune
1611,1611,,"Sep 19, 2012",News,372,"Cinemark 20 and XD, Moosic: Finding Nemo (G): 12:35, 5:55; in 3D: 3:15, 8:30; in XD-3D: 1:55, 4:35, 7:15, 9:55; The Last Ounce of Courage (PG): 11:50 a.m., 2:20, 4:50, 7:20, 9:50; Resident Evil: Retribution (R): 1:25, 8:55; in 3D: 12:10, 2:40, 3:55, 5:10, 6:25, 7:40, 10:05; 2016: Obama's America (PG): 12:15, 2:30, 4:45, 7, 9:15; The Bourne Legacy (PG-13): 12:20; The Campaign (R): 12:30, 2:50, 5, 7:10, 9:20; The Cold Light of Day (PG-13): 12:50, 3:10, 5:30, 7:55, 10:15; The Dark Knight Rises (PG-13): 1:10, 5:05, 8:35; Diary of a Wimpy Kid: Dog Days (PG): 2:05, 4:25, 6:45, 9:05; The Expendables 2 (R): 12:15, 2:45, 5:15, 7:45, 10:15; Hit and Run (R): 12:25, 3, 5:25, 7:50, 10:25; Hope Springs (PG-13): 1:40, 4:20, 7:05, 9:35; Ice...",Movie Times,The Times - Tribune
