,abstract,author,date,headline,section,source,word_count,id,candidate,rating
5450," According to the Pew Research Center, the average voter places himself twice as far from Democrats as he does from Republicans. [...] notes Brookings Institution scholar William Galston, a domestic policy adviser under President Bill Clinton, the average voter thinks the Democrats are much more liberal than the average liberal does.\n","Goldberg, Jonah",9/29/2011,A bear of a problem for Obama,News,Chicago Tribune,754,5450,Obama,0
5568," Another Obama objective is tax increases that shatter Republican unity and dampen the tea party's election-turning intensity. Because he probably can achieve neither, he might want market chaos in coming days so Republicans henceforth can be cast as complicit in the wretched recovery that is his administration's ugly signature.","Will, George",7/22/2011,A bewildered Obama ensures tea party win,News,Chicago Tribune,782,5568,Obama,0
15921," Think's story illustrates how politicians so badly wanted to stimulate job growth that they showered the automaker and the battery supplier with tax benefits and incentives while at the same time failing to determine whether there was a market for the car: a plastic two-seater with a top speed of about 65 mph and a price tag approaching $42,000. What is known, however, is that the Obama and Bush administrations poured millions of dollars into battery production in a quest to power thousands of Think City vehicles with lithium-ion batteries.","Wernau, Julie",1/28/2012,A big bet on electric vehicles goes bust; The costly effort has not brought high-tech manufacturing jobs to Indiana as planned.,Business; Part B; Business Desk,Los Angeles Times,1638,15921,Obama,0
21431,"Phoenix Journal; group of 30 illegal immigrants plans to take a cross-country bus trip to the Democratic National Convention in Charlotte, NC, from Phoenix, Ariz, in order to draw attention to immigration reform, a problem they say Pres Obama has failed to confront. Photo (M)",FERNANDA SANTOS,7/27/2012,A Bus Ride to Show the Cracks in Immigration,U.S.,The New York Times,800,21431,Obama,0
34804," The Dodd-Frank Wall Street Reform and Consumer Protection Act, signed by Mr. Obama and enforced by his appointees, makes raising capital and investing more difficult. Since many regulations needed to implement this law have not even been written, business cannot know how to adapt to them.","Rubin, Paul H",7/31/2012,'A Climate That Helps Us Grow',,The Wall Street Journal,724,34804,Obama,0
13527," First the back story. In a 2010 regulatory impact analysis report, the agency estimated that setting the limit at 70 ppb would prevent about 2,200 heart attacks, 23,000 asthma attacks and between 1,500 and 4,300 premature deaths each year; a limit of 60 ppb would avert 5,300 heart attacks, 58,000 asthma attacks and 4,000 to 12,000 premature deaths.","Adams, Jill U",9/26/2011,"A CLOSER LOOK; Tug of war over ozone level; The Obama administration declined to tighten EPA limits, but studies show that lower counts are better for health.",Health &amp; Wellness; Part E; Features Desk,Los Angeles Times,1117,13527,Obama,0
7115," Chicky Moreno -- not to be confused with indicted former Cook County Commissioner Joe ""Piggy"" Moreno -- threatened to ban Chick-fil-A from the 1st Ward because its president opposes gay marriage. Other contenders include the International Olympic Committee for denying a moment of silence at the London Olympics for the Israeli athletes slaughtered by terrorists in the 1972 Munich Olympics massacre. [...]I'd be remiss if I forgot Brian Ross, of ABC News, who rushed to incorrectly identify the shooting suspect at the Batman movie as a member of the tea party.","Kass, John",7/29/2012,"A clucking critic, Obama's faux pas and sweaty feet",News,Chicago Tribune,920,7115,Obama,0
20065,"As the presidential campaign begins to heat up, the empirical worldview that Barack Obama embodies is taking a beating.",CHRYSTIA FREELAND | REUTERS,9/2/2011,A Deep Faith in What's Been Proved,Foreign Desk,International Herald Tribune,964,20065,Obama,0
2540," According to New York Times reporter Charlie Savage, it was Barron and Lederman who drafted the secret memo that enabled the Obama administration to kill Al Qaeda chieftain Anwar al-Awlaki in Yemen. [...] you've got to be pretty naive if you're plotting your life course according to the moral compass of lawyers, regardless of their stellar pedigrees.",,11/4/2011,A double standard on war crimes?,Living Arts,Boston Globe,822,2540,Obama,0
32269," President Obama has made top earners and the ""reckless practices"" in banking targets of his re-election campaign, calling for higher taxes on hedge-fund managers and private-equity bosses, and more regulation of finance. The boyish former bond trader and college fullback is comfortable under pressure, sidestepping confrontation with jokes and a smile and building a close friendship with the president that has surprised many in the Obama cabinet.","Frank, Robert",4/7/2012,A 'Fat Cat' With the President's Ear,,The Wall Street Journal,1198,32269,Obama,0
7288, Why do we still allow corporate tax dodging and a personal income tax system that lets billionaires like your opponent pay at a lower rate than the maids who wash his dishes?,"McCarron, John",9/3/2012,A few questions for Obama,News,Chicago Tribune,643,7288,Obama,0
6007," The Project for Excellence in Journalism studied media coverage of Paul from January through Aug. 14, and demonstrated that he received much less coverage than non-candidates such as Donald Trump and Sarah Palin. Paul is anti-war, and there are many independent Democrats who've been anti-war, including those who elected President Barack Obama in 2008 and have since turned on him because, well, he recently help start a war in Libya, turning America's two wars into three.","Kass, John",8/21/2011,A few theories on why media ignore Ron Paul,News,Chicago Tribune,898,6007,Obama,0
35117," Mr. Brennan has also noted that the president is ""concerned with how the United States was viewed in the world and how these attitudes were fueling the flames of hatred and violence."" [...]the way to defeat the terrorists, according to President Obama, isn't to counter extremist Islamist ideology but to focus on how the United States, through its actions and delinquencies -- its supposed excessive support for Israel, for example, and failure to provide more economic aid -- is to blame for the hatred that spawns terrorism.","Feith, Douglas J; Cropsey, Seth",10/19/2012,A Foreign Policy Failure to Acknowledge the Obvious,,The Wall Street Journal,1017,35117,Obama,0
20911,"Governor Mitch Daniels of Indiana, who will give the GOP response to Pres Obama's State of the Union address, is sure to raise wistful 'if onlys' for many in the Republican establishment who had hoped Daniels would run for president. Photo (M)/",JONATHAN WEISMAN,1/24/2012,"A G.O.P. Counterweight to Obama, but So Far Just in Speech Response",National Desk,The New York Times,916,20911,Obama,0
13721," President Obama's decision to break with his top Pentagon advisors and pull 33,000 troops from Afghanistan sooner than they wanted is a calculated risk, balanced between domestic political pressure for even steeper force cuts and warnings that his move could weaken security in the country.","Cloud, David S; Parsons, Christi",6/24/2011,A gamble amid dual pressures; Obama's strategy for Afghanistan is balanced between political realities and commanders' advice.,Main News; Part A; Foreign Desk,Los Angeles Times,988,13721,Obama,0
30671,"In 2005, Congress raised the debt ceiling to $9 trillion. It was an outrageous sum at the time, but that was six years ago. Since then, the debt has increased an unprecedented 64 percent. That's a pretty sizeable iceberg that's no longer on the horizon, but directly in front of us. Apparently those who help comprise the world's greatest legislative body can't see it, and if they do, they have been ignoring it at the country's peril. Only two Congressmen have come forth with proposals. How's that for leadership. Guess who voted against raising the debt ceiling in 2006 and then went on grandstanding, ""Increasing America's debt weakens us domestically and internationally. Washington is shifting the burden of bad choices today onto the backs of our children and grandchildren. America has a debt problem and a failure of leadership."" If you said the freshman senator from Illinois, Barack Obama, grab yourself a lifejacket. But you're going to need more than that - the water's really cold and filled with deep thinking sharks. Those sharks are politicos like Howard Dean whose aspiration is failure and a government shutdown. Dean believes such will play right into the Democratic tank like it did in 1995. Dean said last week that if he were still running the Democratic National Committee, he'd be ""quietly rooting for"" a shutdown because, ""I know who's going to get blamed - we've been down this road before."" Leadership, fiscal responsibility and patriotism, not three of Dean's strong traits.",Anonymous,4/7/2011,A Game Of Musical Chairs On Our Nation's Sinking Ship,Opinion,The News - Item,830,30671,Obama,0
6977," During the 2010 midterm elections, the center sent more than $55 million to 26 GOP-allied groups, tax filings show, funding outfits such as the American Future Fund, the 60 Plus Association and Americans for Job Security that were behind a coordinated campaign against congressional Democratic candidates. With such spending set to reach unprecedented levels in the 2012 election, the activities of the Center to Protect Patient Rights -- whose existence was first reported earlier this month by the Center for Responsive Politics -- provide a glimpse into the network of deep-pocketed conservative advocacy groups that have already begun an air war against President Barack Obama. Because these nonprofit groups are under no obligation to reveal their donors, the source of their funding has remained a mystery.","Gold, Matea; Tanfani, Joseph",5/28/2012,A glimpse at mystery GOP funds,News,Chicago Tribune,1174,6977,Obama,0
7420," While the Democratic National Convention is remembered for a speech by former President Bill Clinton that sold Obama's presidency better than Obama usually does, the Republican convention is remembered mostly for Clint Eastwood's conversation with an empty chair.","Page, Clarence",9/26/2012,A GOP civil war simmers,News,Chicago Tribune,718,7420,Obama,0
11629," Babbitt is giving voice to disappointment among many environmental advocates. Since the midterm elections, the administration has delayed or weakened several regulations bitterly opposed by congressional Republicans and business lobbyists, and given credence to the GOP contention that regulations -- especially environmental ones -- stifle growth.","Banerjee, Neela",6/8/2011,A green comrade calls out Obama; Ex-Interior Secretary Bruce Babbitt suggests he is failing to defend the environment.,LATExtra; Part AA; National Desk,Los Angeles Times,717,11629,Obama,0
22566,"Attorneys who represent whistle-blowers have made millions as the Obama administration cracks down on corporate fraud, and are now donating heavily to the president’s re-election campaign.",ERIC LIPTON,10/2/2012,A Legal Circle Reaches Deep to Aid Obama,U.S. / Politics,The New York Times,1337,22566,Obama,0
13551," [...] if there's any lobby he should worry about, it's not the 5.5 million American Jews and their supporters in Congress.","Miller, Aaron David",4/29/2011,A 'lobby of one'; Is Obama willing to wrestle again with Netanyahu?,Main News; Part A; Editorial Desk,Los Angeles Times,749,13551,Obama,0
990," Short-sighted Democrats, including Barack Obama, endorsed the Reagan view in order to establish their own anti-Washington bona fides; but in the process they allowed the myth to fester that a lack of discipline - more than changing demographics and rising health care costs - was at the heart of the country's budget problems.","Canellos, Peter S",12/3/2011,"A long, strange history of Bush tax cuts",Editorial,Boston Globe,748,990,Obama,0
16233," What's more, say proponents of robotic space exploration, the cuts would imperil the search for extraterrestrial life, one of the most vexing and enchanting questions faced by science, at the very moment answers seem tantalizingly near. ""In terms of damage to the effort to search for life in the universe, it's enormous,"" Robert Zubrin, president of the Mars Society, a nonprofit group that urges the exploration and settlement of the planet, said of the proposed budget cut.","Gold, Scott",4/1/2012,"A loss in space budget; Obama's NASA request for 2013 includes a $300-million cut to planetary science, the very work that JPL specializes in",Main News; Part A; Metro Desk,Los Angeles Times,1363,16233,Obama,0
15517," [...] healthcare is the only commercial service people receive even if they can't pay for it, which means someone else must foot the bill. Pediatric services, including oral and vision care As a result, Obamacare not only makes sure there will be no upward pressure on other people's health insurance premiums if my uninsured self gets hit by a bus while I'm crossing the street, but also makes sure they'll suffer no such collateral damage if I'm out for a stroll, minding my own business ... and become a heroin addict. Or learn my kids need braces and glasses. Because of these requirements, the Obamacare mandate doesn't uphold but violates the John Stuart Mill standard.","Voegeli, William",4/8/2012,A mandate that overreaches,Main News; Part A; Editorial Desk,Los Angeles Times,983,15517,Obama,0
17124," The Congressional Budget Office recently estimated that 30 million Americans still will be left without health insurance in 2022, after the U.S. Supreme Court ruling that largely upheld President Obama's healthcare plan. In a part of the opinion that commanded seven votes of the nine on the court, both liberal and conservative justices agreed that states could not be coerced into paying for the expansion of Medicaid required by the healthcare law.","Campbell, Tom",8/7/2012,A Medicaid opportunity,Main News; Part A; Editorial Desk,Los Angeles Times,827,17124,Obama,0
9460,"[...]Obama's Department of Justice announced late Monday that it had set up a telephone hotline and e-mail address to field reports of civil right complaints when the law goes into effect, which will happen after a federal injunction is lifted.","Gomez, Alan; Wolf, Richard; Cauchon, Dennis; Raasch, Chuck",6/26/2012,'A mixed message',NEWS,USA Today,2099,9460,Obama,0
11715," If you listen to some GOP House members, the voters were of one mind in demanding the repeal of President Obama's healthcare law, a return to the Founding Fathers' version of the Constitution, a stop to most environmental and business regulation, an investigation of Atty. Gen. Eric H. Holder Jr. and a wholesale reduction in the powers of the Federal Reserve.","McMANUS, DOYLE",1/6/2011,"A modest success; John Boehner may lack charisma, but Democrats underestimate him at their own peril.",Main News; Part A; Editorial Desk,Los Angeles Times,929,11715,Obama,0
23239,"The next night, at 7 p.m., Obama will outline a jobs program before a joint session of Congress - a date settled on after an embarrassing exchange between the White House and House Speaker John A. Boehner (R-Ohio) that saw the speaker stare down the president, who first wanted to speak to Congress the same night as the GOP debate.","Balz, Dan",9/4/2011,A month that will shape the presidential race,A-SECTION,Washington Post,1251,23239,Obama,0
10423,"President Obama said on Thursday that his administration was reviewing the option of a no-fly zone, but key officials have sent mixed messages, citing resource limitations and even questioning whether such action was necessary.","Fly, Jamie M",3/4/2011,A moral obligation to intervene,EDIT,USA Today,352,10423,Obama,0
5479," Chambers warned that to reclaim the top rating they had squandered, fractious U.S. leaders needed to unite and deliver ""stabilization and eventual decline"" of U.S. debt. The Cato Institute calculated that the actual cuts in the plan Obama offered to the supercommittee -- excluding such gimmicks as ""savings"" from already scheduled defense wind-downs in Iraq and Afghanistan -- amounted to a relatively piddling $580 billion, or less than 1.3 percent of expected federal spending over the next decade.",Anonymous,11/22/2011,A nation divided,News,Chicago Tribune,874,5479,Obama,0
14737," The White House says it is pushing friendly but autocratic governments in the Middle East to accelerate political and economic reforms, a message that is raising fears in those countries about the strength of the U.S. commitment to its allies.","Richter, Paul",2/13/2011,"A NEW CHAPTER FOR EGYPT; U.S. presses its Mideast allies to speed up reforms; A day after Mubarak's fall, Obama calls for progress by other nations in the region.",Main News; Part A; Foreign Desk,Los Angeles Times,729,14737,Obama,0
12653," [...] the issue is sensitive for the Obama administration, which could come under criticism if it were viewed as using the IRS to pursue political opponents. [...] many legal experts note that the IRS has little financial motivation to pursue possible violations. Because donations to such social welfare groups are not tax deductible, IRS investigations are unlikely to produce more revenue for the government. -- kim.geiger@latimes.com matea.gold@latimes.com","Geiger, Kim; Gold, Matea",1/20/2011,A new kind of social welfare; Nonprofit groups with such a designation are wading into the effort to repeal the healthcare law.,LATExtra; Part AA; National Desk,Los Angeles Times,496,12653,Obama,0
31435," Then-candidate Obama's remark that, under his plan ""the cost of electricity would necessarily skyrocket,"" the appointment of an energy secretary who publicly stated the cost of gasoline in America should rise to that in Europe, the appointment of an EPA administrator who attempts to impose draconian ozone limits and produced an error-ridden report alleging ground water contamination from hydraulic fracturing and who worked tirelessly to delay and derail the Keystone pipeline, and finally, Sen. Obama's own energy voting record in both Illinois and the U.S. Senate should make clear that any talk of increasing oil development or gasoline production is no more than campaign rhetoric.",Anonymous,3/27/2012,"A New, New Democrat's Advice for President Obama",,The Wall Street Journal,457,31435,Obama,0
22905,"First lady Michelle Obama and rock icon Bruce Springsteen joined him Monday as he made his last appeal to voters outside the one-story brick building on Locust Street that housed his first field office for the 2008 campaign. The Des Moines Register, Iowa's most influential newspaper, endorsed Obama four years ago but stunned the president almost two weeks ago by throwing its support behind Republican nominee Mitt Romney.","Nakamura, David",11/6/2012,A nostalgic Obama returns to Iowa for the end of his last campaign,A-SECTION,Washington Post,956,22905,Obama,0
24049,"First lady Michelle Obama and rock icon Bruce Springsteen joined him Monday as he made his last appeal to voters outside the one-story brick building on Locust Street that housed his first field office for the 2008 campaign. The Des Moines Register, Iowa's most influential newspaper, endorsed Obama four years ago but stunned the president almost two weeks ago by throwing its support behind Republican nominee Mitt Romney.","Nakamura, David",11/6/2012,A nostalgic Obama returns to Iowa for the end of his last campaign,A-SECTION,Washington Post,956,24049,Obama,0
26946,"  Aside from President Barack Obama's understandable reluctance to engage in another conflict in a Muslim nation while seeking re-election, there's a pervasive fear within security circles in Washington and Europe that a military action against Syria could ignite a regionwide conflict in one of the world's most sensitive zones.","Peracchio, Adrian",3/6/2012,A paralyzed world on Syria's sidelines Thousands die as a U.S. election and UN impotence stifle the will to intervene,OPINION,Newsday,677,26946,Obama,0
20248,"Ralph Reed, who built the Christian Coalition into an electoral juggernaut, has formed a new group, the Faith and Freedom Coalition, and is pushing to restore Christian values and to bring down Pres Obama in the 2012 presidential election; photos (M)",ERIK ECKHOLM,6/1/2011,A Political Revival,National Desk,The New York Times,1511,20248,Obama,0
32293," A free-trade agreement between the U.S. and the EU could, according to a 2010 analysis by economists Fredrik Erixon and Mattias Bauer, add as much as $181 billion, or 1.3%, to U.S. GDP. According to the Census Bureau, U.S. exports of goods to Europe have risen every year of Mr. Obama's administration.","Stephens, Bret",6/12/2012,A Presidency of Excuses,,The Wall Street Journal,836,32293,Obama,0
34709," Mr. Obama responded by reciting his achievements -- ending the Iraq war, ""health-care reform to make sure insurance companies can't jerk you around,"" more Wall Street regulation, the auto bailout and more jobs.",Anonymous,10/17/2012,A President Without a Plan,,The Wall Street Journal,625,34709,Obama,0
22788,"Boehner said he believed that he and the others - Senate Minority Leader Mitch McConnell, Senate Majority Leader Harry M. Reid and House Minority Leader Nancy Pelosi - had a plan. When Obama learned that the deal negotiated among the congressional leaders would definitely require a two-step increase in the debt limit, he told Rob Nabors, the White House director of legislative affairs, ""The one thing I said I actually needed, they didn't get,"" referring to Reid and Pelosi.","Woodward, Bob",9/9/2012,"A president, cornered",A-SECTION,Washington Post,2315,22788,Obama,0
23250,"Boehner said he believed that he and the others - Senate Minority Leader Mitch McConnell, Senate Majority Leader Harry M. Reid and House Minority Leader Nancy Pelosi - had a plan. When Obama learned that the deal negotiated among the congressional leaders would definitely require a two-step increase in the debt limit, he told Rob Nabors, the White House director of legislative affairs, ""The one thing I said I actually needed, they didn't get,"" referring to Reid and Pelosi.","Woodward, Bob",9/9/2012,"A president, cornered",A-SECTION,Washington Post,2315,23250,Obama,0
22300,President Obama’s checklist of “lasts” grew longer as he raced through a bone-weary last weekend before Tuesday’s election.,PETER BAKER,11/5/2012,"A President’s Last Race, Win or Lose",U.S. / Politics,The New York Times,1584,22300,Obama,0
5812," It is, however, almost unheard of for a rapper to criticize President Barack Obama -- especially a rapper from the same city as the commander in chief. [...] that's one of the reasons Chicago rapper Lupe Fiasco (real name Wasalu Muhammad Jaco) warned Providence, R.I., radio station Hot 106.3 FM that his latest single, ""Words I Never Said,"" would be a ""really big, controversial record.""","Arroyave, Luis",2/2/2011,A presidential Fiasco?,Live!,Chicago Tribune,266,5812,Obama,0
11297,"James VanTrees Indianapolis Leadership is sorely lacking USA TODAY's cover story subtitled ""Obama seeks reshaped image for 2012 effort"" is a sad commentary on how a president is elected by being the candidate with the best marketing campaign or brand. True leaders set a clear vision of where to go; have integrity so followers trust and are inspired to achieve the vision; give credit to those whose efforts and ideas make the vision come true; demand fairness by checking all facts; prioritize objectives.",Anonymous,6/9/2011,A push for changing administrations in 2012,NEWS,USA Today,556,11297,Obama,0
30906," President Obama gambled that a ""reset"" of relations with Russia would lead to more global cooperation, but Mr. Putin has resisted serious sanctions on Iran, propped up Syria's tottering dictator and threatened to aim missiles at Europe if U.S. missile defenses are deployed against Iran.",Anonymous,3/5/2012,A Putin Coronation,,The Wall Street Journal,520,30906,Obama,0
16574," The former Massachusetts governor isn't always faithful to the facts -- he charged that Obama's stimulus spending produced no private sector jobs at all, a wild exaggeration -- but he's become concise at attacking Obama's economic record, and in politics that's a cardinal virtue. [...]that was a roadblock Obama sought to step over quickly on his way to his main message: ""This election presents a choice between two fundamentally different visions of how to create strong, sustained growth, how to pay down our long-term debt and, most of all, how to generate good middle-class jobs.""","McMANUS, DOYLE",6/17/2012,A referendum or a choice?,Main News; Part A; Editorial Desk,Los Angeles Times,830,16574,Obama,0
25255,"[...]he's likely to push back against the GOP assessment that he has failed. ""Because folks are still hurting right now, the other side feels that it's enough for them to just sit back and say, 'Things aren't as good as they should be, and it's Obama's fault,' "" the president said Tuesday in Baltimore.","Goldfarb, Zachary A; Rucker, Philip",6/14/2012,A slowing economy sharpens 2012 debate,A-SECTION,Washington Post,1081,25255,Obama,0
26258,"[...]he's likely to push back against the GOP assessment that he has failed. ""Because folks are still hurting right now, the other side feels that it's enough for them to just sit back and say, 'Things aren't as good as they should be, and it's Obama's fault,' "" the president said Tuesday in Baltimore.","Goldfarb, Zachary A; Rucker, Philip",6/14/2012,A slowing economy sharpens 2012 debate,A-SECTION,Washington Post,1081,26258,Obama,0
12551," Brushing off his suggestion to wait, the 10 people seated at the table burst into a refrain that lamented the Pentagon's detention of Manning, described as abuse by human rights advocates.","Oliphant, James",4/22/2011,A song of protest interrupts Obama; Fundraiser attendees use a tune to lament the treatment of a WikiLeaks suspect.,LATExtra; Part AA; National Desk,Los Angeles Times,292,12551,Obama,0
15559," In the last decade, China became the world's second-largest economy and its foreign currency reserves have mushroomed, making it in effect the biggest foreign banker to America's huge national debt.","Richter, Paul; Lee, Don",2/14/2012,"A top Chinese official visits U.S. amid tensions, hopes; Obama and Xi Jinping will work to build ties, but trade and politics may get in the way.",LATExtra; Part AA; Foreign Desk,Los Angeles Times,932,15559,Obama,0
8147,"""During the final years of the Bush-Cheney administration, the rest of the world was waiting for a new president who would aggressively tackle the climate crisis, and when it became clear that there would be no real change from the Bush era, the agenda at Copenhagen changed from 'How do we complete this historic breakthrough?' to 'How can we paper over this embarrassing disappointment?'"" Gore writes, referring to talks at which 193 nations drafted a global treaty to reduce greenhouse gases.",Anonymous,6/23/2011,Al Gore: Obama dropped ball on world climate crisis,NEWS,USA Today,566,8147,Obama,0
