,author,date,word_count,abstract,headline,source
7459,"Solomon, Jay","May 3, 2012",606," The criticism from leading Republicans, and some human-rights advocates, could sharpen opponents' election-year complaints about White House attempts to cultivate U.S. ties to China. [...]Republicans have had difficulty devising critiques of President Barack Obama's national-security record that resonate beyond the party's base.",World News: Obama Administration Faces Heat After Chen's Exit,The Wall Street Journal
7460,"Lee, Carol E","Apr 7, 2012",610," Speaking at a journalists conference hosted by the Associated Press, Mr. Obama called the GOP budget ""a Trojan horse,"" ""thinly veiled social Darwinism"" and ""an attempt to impose a radical vision on our country.""",Campaign Journal -- Play of the Week: Obama Attacks Romney Early To Define Rival,The Wall Street Journal
7461,"Tracy, Tennille; Carlton, Jim","May 8, 2012",328," Approval for the Greater Natural Buttes project in the Uintah Basin, to be announced by Interior Secretary Ken Salazar, comes as the Obama administration is supporting natural-gas production as a way to create jobs with a cleaner-burning fuel than coal or oil.",U.S. News: U.S. Poised to Approve Drilling Plan,The Wall Street Journal
7462,"Mitnick, Joshua","Jun 21, 2012",641, Iran's rial lost value against the dollar and gold on Wednesday on the news of the failed talks and anticipation of U.S. sanctions on firms doing business with Iran's central bank beginning June 28 and a European embargo on Iran's oil exports set to take effect July 1.,"World News: Strike on Iran Stays on Hold, for Now --- Israel Is Likely to Let Diplomacy, Sanctions Play Out Despite Failure of Moscow Round of Talks",The Wall Street Journal
7463,"Hodge, Nathan; Tracy, Tennille","Mar 31, 2012",452," The president said in a finding there was ""sufficient supply of petroleum and petroleum products from countries other than Iran"" to cushion the impact of sanctions on oil markets.","World News: Obama Approves Sanctions on Iran, Deciding Oil Markets Can Handle Them",The Wall Street Journal
7464,"Solomon, Jay; Crawford, David","May 23, 2012",856," The announcement in Vienna Tuesday by Yukiya Amano, director general of the International Atomic Energy Agency, said Tehran would allow international inspectors access to sites, scientists and documents the West believes to be related to an alleged Iranian nuclear-weapons program.",World News: Tehran Offers Access to Nuclear Sites --- Washington Fears That Potential Breakthrough Over International Inspections Is a Ploy to Undercut Talks in Baghdad,The Wall Street Journal
7465,"Bendavid, Naftali","Apr 26, 2012",707," [...]House districts are increasingly drawn to favor conservative Republicans or liberal Democrats, making it harder for centrists to win office.",U.S. News: The Bite of Redistricting Shrinks Ranks of Blue Dogs,The Wall Street Journal
7466,"Henninger, Daniel","May 10, 2012",882," The official formulation of the left's revision of human rights came two months into the Obama presidency, with Secretary of State Hillary Clinton's widely noted comment in Beijing that the new administration would be going in a different direction: ""Our pressing on those issues [human rights] can't interfere with the global economic crisis, the global climate change crisis and the security crisis."" Progressive realpolitik. [...]Barack Obama supported the Libyan rebels only after public opinion believed France, Britain and such were along for the ride.",The Great Human-Rights Reversal,The Wall Street Journal
7467,Colleen McCain Nelson,"Jul 17, 2012",1871," Arapahoe County, home to aerospace workers, business managers and other professionals who occupy the upper tiers of the middle class, is one of three bellwether counties in the swing states of Colorado, Ohio and Florida that The Wall Street Journal is tracking through the November election. Arapahoe is home to the cities of Centennial and Greenwood Village, which have become suburban destinations for white-collar workers seeking quiet neighborhoods, good schools, smooth streets and Colorado's only IKEA store.",Swing Nation: President's Populist Pitch Divides Suburban Voters,The Wall Street Journal
7468,"Bolick, Clint","Jul 10, 2012",1211, Magnifying the harm is a CBS News report -- and informed suspicions from a number of sources -- that Chief Justice Roberts initially voted to strike down the law but switched in the face of veiled threats from President Barack Obama and concerns about the court's reputation and his own. [...]Amendment.,The Supreme Court Stakes in 2012,The Wall Street Journal
7469,"Trofimov, Yaroslav","Jul 27, 2012",633,,"World News: In Afghanistan, Insurgent Attacks Rise, Troop Deaths Fall",The Wall Street Journal
7470,"Crittenden, Michael R; Schatz, Amy","Jun 18, 2012",507," White House adviser David Plouffe denied Mr. Obama's announcement was a political move, saying the administration has tried unsuccessfully to persuade Congress to pass a longer-term solution, the proposed Dream Act, which would provide a path to permanent residency for illegal immigrants who came to the U.S. as minors and graduated from U.S. high schools.",U.S. News: New Calculations On Immigration After Obama Shift,The Wall Street Journal
7471,"Peterson, Kristina; Hilsenrath, Jon","Apr 17, 2012",486," After the financial crisis, the central bank was forced by the Supreme Court and Congress to disclose more about which financial institutions received emergency loans during the crisis.","U.S. News: When Pushed, Fed Says [Redacted]",The Wall Street Journal
7472,Anonymous,"Apr 10, 2012",337," Syrian government forces have been bombing and killing as much of the opposition as they can before a U.N.-negotiated ceasefire deadline Tuesday, and on Monday its troops shot five people at a refugee camp across the Syrian border inside Turkey and a cameraman who was standing in Lebanon.",The U.N. Deplores...,The Wall Street Journal
7473,"Burton, Thomas M; Tomson, Bill; McKay, Betsy","Apr 5, 2012",600," Federal and state health officials are focusing on sushi as a possible cause of a widening salmonella outbreak that has sickened at least 93 people over two months, as food-safety advocates call on the Obama administration to speed up new standards that might help avoid future foodborne infections.",U.S. News: Salmonella Outbreak Puts Rules In Spotlight,The Wall Street Journal
7474,"Rove, Karl","May 24, 2012",818," A May 12 Marquette University Law School poll of likely voters shows the presidential race in Wisconsin tied at 46%. Iowa (six electoral votes) launched Mr. Obama in 2008 but National Journal's Hotline reports Team Obama is targeting it for special attention with TV ads, evidence of its worry.",Romney's Roads to the White House,The Wall Street Journal
7475,"Strassel, Kimberley A","Mar 30, 2012",824," On every major legal question surrounding the law -- the constitutionality of the individual mandate; the question of severability; the issue of Medicaid expansion -- the court proved itself aware, and skeptical, of ObamaCare's overreach. Republicans can argue that any fallout from partial or full repeal of the law -- higher prices, the loss of some provisions -- is the fault of a Democratic administration that strapped the market to a shoddily considered, partisan bill that failed judicial muster.",The GOP's Health-Care Eeyores,The Wall Street Journal
7476,"Henninger, Daniel","Jun 21, 2012",825," If for the next five months the president and Mitt Romney spoke of nothing other than economic growth -- on the stump, in their debates, in their sleep -- this election would be the best $2 billion ""investment"" of campaign funds that Citizens United ever enabled. Voters have to pick two competing growth models, which means paying attention to what the candidates are saying about economic growth.",It's a Single-Issue Election,The Wall Street Journal
7477,"Meckler, Laura","Jul 26, 2012",258," In a speech in New Orleans to the Urban League, a civil-rights organization, the president said he respects gun owners' Second Amendment rights, but he said, ""I also believe that a lot of gun owners would agree, AK-47s belong in the hands of soldiers, not in the hands of criminals.""",U.S. News: Obama Wades Into Debate on Guns,The Wall Street Journal
7478,"McGrane, Victoria; Trindle, Jamila","May 22, 2012",865," Mr. Gensler was apparently unfazed by Sen. Jon Tester (D., Mont.) saying this weekend that he should be fired over his handling of the scandal and October bankruptcy at MF Global Holdings Ltd. Mr. Gensler likened the J.P. Morgan trades to the deals of American International Group Inc. and Lehman Brothers Holdings Inc. that were traded out of their London desks but ushered in the worst part of the 2008 financial crisis in the U.S. Mr. Gensler said his agency will soon propose a draft rule that would apply new derivatives rules to all deals involving a U.S. firm, even if the trade is done by a foreign subsidiary or an offshore branch.",Rivals Go to Lunch on J.P. Morgan's Losses --- Trading Misstep For Bank Opens Door to New Rules,The Wall Street Journal
7479,Anonymous,"Jul 27, 2012",398," A Pennsylvania court struck down part of a state oil-and-gas law, ruling the state can't bar local governments from regulating drilling through zoning laws. ---",World-Wide,The Wall Street Journal
7480,"Moore, Stephen","Jul 5, 2012",881," [...]that doesn't stop a global-warming alarmists like James Hansen, a lead scientist at NASA, from likening trains carrying coal to the German ""death trains"" that transported the Jews to Nazi concentration camps. Natural gas is our second major source of electrical energy and thanks to the technological miracle of hydraulic fracturing we have hundreds of years of this clean-burning resource that reduces greenhouse gas emissions.",When the Moore Family Lost Power,The Wall Street Journal
7481,"Jenkins, Holman W; Jr.","Jul 11, 2012",798," Huawei was a low bidder for network upgrades for both AT&T and Sprint Nextel -- until calls from top Obama officials warned that dealing with Huawei would put U.S. government contracts in jeopardy. In 2000, a Boeing 767 originally destined for Delta Air Lines was resold to the Chinese government and sent to San Antonio for re-outfitting as an official jet for then-President Jiang Zemin.",What to Do About Huawei?,The Wall Street Journal
7482,Anonymous,"May 11, 2012",386, An FDA advisory panel voted to back the use of an HIV drug to help prevent certain healthy but at-risk people from contracting the AIDS virus. ---,World-Wide,The Wall Street Journal
7483,Anonymous,"May 21, 2012",341," There are thousands of school counselors qualified to offer guidance to Mr. Obama, although Democrats seem quite capable of identifying bullying in others -- witness their criticism of Gov. Mitt Romney's recently disclosed high-school incident.",This Vilification Would be Called Bullying at a School,The Wall Street Journal
7484,"Phillips, Erica E; Banchero, Stephanie","Jun 15, 2012",829," The judge's decision allows for a range of methods for evaluating teachers tied to student performance, including grade-point averages and pass-fail rates.",U.S. News: L.A. Teachers Face New Evaluations,The Wall Street Journal
7485,"Ryan, Tracy","Jun 29, 2012",511," Abound said that its technology, which uses a cadmium-based material to convert sunlight into electricity rather than the silicon used in traditional solar panels, has the ability to achieve lower cost per watt than competing crystalline-silicon technology made in China.",Corporate News: Solar Firm Seeks Bankruptcy Protection,The Wall Street Journal
7486,"Saleri, Nansen G","May 24, 2012",824," The sanctions choking off Iranian exports and the ever-present elephant in the room -- a possible shutdown of the Strait of Hormuz, where 20% of global crude traffic occurs -- were pushing prices up. The U.S. is on its way to becoming energy independent -- a state that can be defined as, say, 90%-plus self-sufficiency -- riding its advantage in unconventional oil and gas resources.",Why Oil Prices Will Keep Falling,The Wall Street Journal
7487,"Banchero, Stephanie","May 16, 2012",809," The biggest complaint is that teacher and schools are compelled to orient their curricula and classroom experience around passing the exams -- known as ""teaching to the test."" Because many of the exams measure basic standards, critics say, that shortchanges students who could be spending time learning more advanced material.","U.S. News: School-Test Backlash Grows --- Some Parents, Teachers and Boards Rebel, Saying Education Is Being Stifled",The Wall Street Journal
7488,"Henninger, Daniel","May 17, 2012",827," Two days after Mitt Romney delivered the commencement speech at Liberty University, the big evangelical Christian school founded by Jerry Falwell, Barack Obama tutored graduates at Barnard College, the intensely liberal all-women's school adjacent to Columbia University. To be sure, there were references to parental joy at the success of children completing college, but virtually every thought in the Obama commencement address -- on the accomplishments of the past or a graduate's goals -- was defined by political activity.",A Tale of Two Commencements,The Wall Street Journal
7489,"Rubio, Marco","Jun 7, 2012",767, The recent massacre in Houla -- including of scores of children -- is a reminder of why the United States must step up and lead an aggressive international campaign to hasten Bashar al-Assad's departure from power.,Assad's Fall Is In America's Interests,The Wall Street Journal
7490,"O'Connor, Patrick; Nicholas, Peter","Apr 11, 2012",614," [...] that strategy wasn't enough, especially once the race burst from the intimate setting of Iowa to the blitz of rapid-fire state nominating contests that followed.","Election 2012: Race Over, Santorum Considers Next Steps",The Wall Street Journal
7491,"Vara, Vauhini","Jun 1, 2012",776," The opposition has raised $46.7 million so far from corporations -- primarily tobacco companies such as Altria Group Inc. and Reynolds American Inc. -- business groups and anti-tax organizations, according to state data analyzed by MapLight, a nonpartisan campaign-finance research group.",U.S. News: Ad Blitz Ahead of California Vote on Cigarette Tax,The Wall Street Journal
7492,Anonymous,"May 5, 2012",781, [...]earners in a household may also not find work at a high enough wage to justify the costs of commuting or child care.,The Vanishing Workers,The Wall Street Journal
7493,"Parkinson, Joe; Mitnick, Josh","May 29, 2012",985," An Israeli official predicted a ""show trial"" and called the indictment a politically motivated ""targeted killing"" of the remnants of those bilateral relations by Turkish Prime Minister Recep Tayyip Erdogan.",World News: Turkey Court Charges Israeli Generals,The Wall Street Journal
7494,Anonymous,"May 23, 2012",415, The nonpartisan congressional office projected the U.S. economy would contract at a 1.3% rate in the first half of 2013 if large tax increases and scheduled government spending cuts are allowed to go into effect in January.,World-Wide,The Wall Street Journal
7495,Anonymous,"Jul 25, 2012",547, [...]the White House priority was a total withdrawal it could point to as a promise kept to the political left as the re-election campaign neared.,Iraqi Distress Signals,The Wall Street Journal
7496,"Ingrassia, Paul","Apr 21, 2012",1165," For Americans, cars have always been much more than a way to get around. Since the rise of middle-class prosperity after World War II, cars have been an extraordinarily reliable window into the country's culture and mood.","REVIEW --- A Drive Down the Highway of History --- From a frenzy over tail fins to the politics of pickup trucks, cars tell the story of postwar America",The Wall Street Journal
7497,"Murray, Sara","Jul 5, 2012",518," The similarity between the Massachusetts and federal health plans further complicates Republicans' message as Congressional leaders use the tax ruling to dub Mr. Obama another tax-and-spend liberal and as Mr. Romney again faces questions about how his law differs from the federal version In a sign of that confusion, a senior Romney adviser, Eric Fehrnstrom, disagreed earlier this week the health-care mandate was a tax.",U.S. News -- Election 2012: Romney Adds to Fireworks Over Health-Law Tax,The Wall Street Journal
7498,"Moffett, Matt; Kaplan, Eduardo","Jun 22, 2012",615," The Drug Policy Alliance, an American nonprofit group that backs a less punitive approach to the drug war said the plan, if enacted, would make Uruguay the first country in the world where the state took charge of selling marijuana to its citizens.",World News: Uruguay Considers Selling Marijuana,The Wall Street Journal
7499,"Boles, Corey","Jun 30, 2012",382," To cover the shortfall, lawmakers agreed to increase the levy on private-sector workplace pension plans by the Pension Benefit Guaranty Corp. U.S. companies will be allowed to lower their contributions to defined-benefit pension plans, which has the effect of boosting the taxes they pay to the federal government.","The Health-Law Decision: Congress Passes Bill on Highways, Student Loans and Flood Insurance",The Wall Street Journal
7500,"Meckler, Laura","Apr 13, 2012",524," The controversy began late Wednesday when consultant Hilary Rosen said on CNN that Mrs. Romney, wife of likely GOP presidential nominee Mitt Romney, wasn't qualified to speak about economic pressures on women because she has ""never worked a day in her life.""",U.S. News: Stay-At-Home-Mom Remark Triggers Talk of the Town,The Wall Street Journal
7501,Anonymous,"Jul 2, 2012",1816," [...]his 5-4 ruling validating the constitutional arguments against purchase mandates and 5-4 ruling endorsing them as taxes is far more dangerous, and far more political, even than it first appeared last week. The Chief Justice ruled instead that the mandate was an unconstitutional exercise of federal police powers under the Commerce Clause, only to transform the taxing power into a license for the federal government to impose taxes whose defining feature is commanding people as members of society.\n",A Vast New Taxing Power,The Wall Street Journal
7502,"Tomson, Bill; Peters, Mark","Apr 6, 2012",383, Experts say an increased focus on safety and more training and education have helped bring down the number of work-related injuries on farms.,U.S. News: Injuries Fall For Young Who Work On Farms,The Wall Street Journal
7503,"Carey, Susan; Corkery, Michael","Apr 23, 2012",835," Josh Gotbaum scored a coup last month for the obscure-but-important federal agency he runs when American Airlines parent AMR Corp. reversed plans to dump its underfunded pension plans on the Pension Benefit Guaranty Corp. AMR's bankruptcy-restructuring plan threatened to saddle PBGC with a record liability of $9 billion, which would have expanded the agency's existing deficit by one-third.",Corporate News: Point Man on Pensions,The Wall Street Journal
7504,"Colleen McCain Nelson; Yadron, Danny","Apr 4, 2012",718," With its hope of denying Mitt Romney the Republican nomination dimming, Rick Santorum's campaign has settled on an all-in strategy focused on Pennsylvania, a state that could provide a win-or-go-home moment for the struggling candidate later this month.",Election 2012: Santorum Prepares for a Last Stand,The Wall Street Journal
7505,"Martin, Jonathan","Jun 16, 2012",1985,,REVIEW --- Books: A Political Star's Careful Climb,The Wall Street Journal
7506,Anonymous,"May 24, 2012",570," Douglas Belkin, Evan Perez --- HEALTH Long-Acting Birth Control Ranked Over Pill, Patch A new study confirms that long-acting forms of contraception such as intrauterine devices and implants are better than birth-control pills and patches at preventing pregnancies, giving doctors new ammunition to recommend these methods.",U.S. News: U.S. Watch,The Wall Street Journal
7507,"Belkin, Douglas","May 9, 2012",537," The result should be a month of negative campaigning ahead, said Timothy Dale, a professor of political science at the University of Wisconsin-Green Bay. ""Since you're not looking at a large number of undecided voters, the ads will be designed less to get people to vote for your candidate but to get the other candidate's supporters to stay home,"" Mr. Dale said.",Election 2012: Milwaukee Mayor To Face Governor In Recall Election,The Wall Street Journal
7508,"Noonan, Peggy","Jun 30, 2012",1174," From the dissent of Justices Antonin Scalia, Anthony Kennedy, Clarence Thomas and Samuel Alito: ""If Congress can reach out and command even those furthest removed from an interstate market to participate in the market, then the Commerce Clause becomes a font of unlimited power or, in Hamilton's words, 'the hideous monster whose devouring jaws . . . spare neither sex nor age, nor high nor low, nor sacred nor profane.'"" They were quoting Federalist No.33. [...]the speaker of the House said it within hours of the decision.",Declarations: Obama Has a Good Day,The Wall Street Journal
7509,Anonymous,"May 22, 2012",370," The Newark Mayor, a Democrat, dared to disagree on Sunday with the Obama campaign's attacks on Bain Capital and the private-equity business, and the liberal orthodoxy machine has been busy delivering retribution.",Cory Booker's Apostasy,The Wall Street Journal
7510,"King, Neil","May 5, 2012",1077," ""The trick is to recognize Obama's underlying popularity even while attacking him, which requires a more delicate context than the political culture is used to,"" said pollster Frank Luntz, who has tested a stream of conservative attack ads using focus groups across the country. Mr. Obama's victory in 2008 was fueled by a surge of support from independents and even moderate Republicans in a number of battleground states, including Ohio and Virginia, that will determine the outcome of this election, too.","Campaign Journal: Anti-Obama Ads Take Elegiac Tone --- Conservatives, Wary of President's Popularity, Try Spots Rife With Disappointment, Lost Promise",The Wall Street Journal
7511,Anonymous,"Apr 16, 2012",338," What was often missing from the coverage of last week's oral arguments was the simple fact that ObamaCare and the individual mandate would likely pass constitutional scrutiny had Congress simply enacted it using its taxing power under the Constitution, as was done with Social Security, Medicare and Medicaid.",Be Careful What You Wish for: ObamaCare and the Court,The Wall Street Journal
7512,"Carlton, Jim","May 18, 2012",334," A coalition of environmental and tribal groups filed a challenge Wednesday to a federal air-emissions permit for a Royal Dutch Shell PLC drilling ship, the latest legal maneuver aimed at stopping the oil giant's exploration plan off Alaska's Arctic coast.",U.S. News: Groups Sue Again Over Oil Drilling Off Alaska,The Wall Street Journal
7513,Anonymous,"Jun 23, 2012",727," DEMOCRATIC CONVENTION It might not be a full house when President Barack Obama accepts the presidential nomination at the Democratic convention in Charlotte, N.C., in September.",Campaign Journal -- On the Stump: Unconventional Plans; Rangel's Wrangle; Hatch Escape,The Wall Street Journal
7514,Anonymous,"Apr 5, 2012",597, North Korea's new leader Kim Jong Eun announced the test of the Taepodong 2 long-range missile only weeks after agreeing to curtail its nuclear weapons programs in return for American food aid.,Intercepting Kim's Rocket,The Wall Street Journal
7515,Anonymous,"Jun 19, 2012",172," Jason L. Riley writing Monday in the Journal's online Political Diary: Thanks to the endless television replays this weekend, just about everyone now knows that a reporter interrupted President Obama's Rose Garden remarks Friday on his new immigration policy.",Notable &amp; Quotable,The Wall Street Journal
7516,Anonymous,"Jul 27, 2012",663," Republican leaders in Congress haven't done very well negotiating on the budget, and now a new threat looms: a showdown in the fall, before Election Day, that could force Republicans to choose between more spending and higher taxes or the risk of a government shutdown.",Avoiding Another Shutdown,The Wall Street Journal
7517,"Meckler, Laura","Apr 27, 2012",428, The presidential campaign turned to foreign policy on Thursday as Vice President Joe Biden accused presumptive Republican nominee Mitt Romney of wanting to return to Cold War policies and questioned his ability to make the decisions demanded of the commander in chief.,"Election 2012: Biden, Romney Trade Blows on Foreign Policy",The Wall Street Journal
7518,"Entous, Adam; Perez, Evan","May 2, 2012",1105," In a recent internal memorandum to the White House and government agencies, the department said the proposed changes risked hindering the ability of its immigration and customs agents ""to prevent or deter the illegal export/transfer of lethal items such as advanced firearms to criminal groups, terrorist organizations, or enemy combatants.""",White House Efforts to Relax Gun Exports Face Resistance,The Wall Street Journal
7519,"Trottman, Melanie","Apr 25, 2012",707, Resistance to new National Labor Relations Board regulations and to the legitimacy of some NLRB members could make it harder for the Obama administration to change federal labor policies.,Election 2012: Labor Board Meets Rising Resistance,The Wall Street Journal
7520,"Williamson, Elizabeth","May 29, 2012",823," Sarah Palin, tea-party kingmaker Sen. Jim DeMint (R., S.C.), the small-government group Club for Growth and others hope Mr. Cruz will top Texas Lt. Gov. David Dewhurst in Tuesday's Republican primary for the Senate -- or at least force Mr. Dewhurst into a runoff. The son of a Cuban immigrant who entered the country with little money, Mr. Cruz earned a law degree at Harvard, clerked for the late Supreme Court Chief Justice William Rehnquist and served in President George W. Bush's Justice Department.",Election 2012: Senate Hopefuls Spar in Texas,The Wall Street Journal
7521,"Stewart, Christopher S","May 7, 2012",2020," David Zaslav, CEO of Discovery Communications Inc., which co-owns the network, had the solution: ""I said to her, 'You should be CEO,' and she said, 'You're right, I should be CEO, this is my business, this is my legacy, this is my fight, this is my journey. ' "" Since it launched in January 2011, the Oprah Winfrey Network has been an unexpectedly difficult journey for its namesake. After taking over as chief executive last summer, Ms. Winfrey has gone on the offensive -- launching her new talk show, ""Oprah's Next Chapter,"" as well as meeting with advertisers, developing programs, hiring senior executives and making layoffs.",Oprah Struggles to Build Her Network,The Wall Street Journal
7522,"Pollock, Robert L","Jul 14, 2012",1991," World War II Marine (1942-45); distinguished academic economist; business executive; secretary of labor (1969-70); director of the Office of Management and Budget (1970-72); secretary of the Treasury (1972-74); chairman of Ronald Reagan's economic transition team; and the secretary of state (1982-89) who wound down the Cold War. Mr. Shultz dwells at length on the national debt, and on the Fed's role in enabling it: ""It's startling that in the last year, three-quarters of the debt that's been issued has been bought by the Fed and the balance has been bought by other countries, so U.S. citizens and institutions are not on net buying U.S. debt. .",The Weekend Interview with George Shultz: Memo to Romney: Expand the Pie,The Wall Street Journal
7523,"Boston, William","May 22, 2012",814," Mr. Rajoy, Spanish officials told reporters in Chicago on the sidelines of a summit of North Atlantic Treaty Organization leaders on Sunday, wants the European Central Bank to resume buying euro-zone bonds to prop up weakened countries.","World News: France, Germany Joust Over Euro Bonds --- Finance Ministers Fail to Reach Compromise on European Instruments, Paving Way for Showdown at EU Talks This Week",The Wall Street Journal
7524,"Trottman, Melanie","May 15, 2012",456," ""According to Woody Allen, eighty percent of life is just showing up,"" said Judge Boasberg, in a variation on the comedian's line.",U.S. News: Judge Rejects New Rule On Union Organizing,The Wall Street Journal
7525,"Jenkins, Holman W; Jr.","May 2, 2012",824," First his team approved United-Continental. In case there's any doubt, a relevant sideshow has been Team Obama's efforts, through high-handed rulings of the National Mediation Board, to make sure organized labor's hold on the legacy carriers remains strong.","Finally, Airline Consolidation",The Wall Street Journal
7526,"Dagher, Sam; Malas, Nour","Jul 16, 2012",702," The Obama administration appeared to soften its position on the Treimseh incident Sunday, with a senior U.S. official saying, ""We'll be interested in the full report from the U.N."" Even as international condemnation rose Friday over what Mrs. Clinton and others said was a massacre of civilians with a 200-person death toll, activists and a village resident said in interviews on Friday that the town had hosted some 250 opposition fighters, and said the death toll was at the time below 100.",World News: New Account of Syria Killings,The Wall Street Journal
7527,"Gorman, Siobhan; Entous, Adam","Apr 19, 2012",760," Public speculation about the February conversation with the former chief, Wang Lijun, during a 30-hour stay at the U.S. Consulate in Chengdu has centered on Mr. Wang's reported interest in receiving political asylum in the U.S. But both Chinese and American officials say much of the communication focused more on helping Mr. Wang flee to the Chinese capital of Beijing into the custody of central government officials, and away from provincial foes.",World News: China Police Chief Told U.S. He Feared Harm,The Wall Street Journal
7528,Anonymous,"Jul 10, 2012",848," Mr. Obama is running ads accusing Mitt Romney of sending jobs offshore, but the best way to send capital and jobs overseas is to raise U.S. tax rates to levels that aren't competitive with the rest of the world. Mr. Obama tacitly admits this when he talks about corporate tax reform, but raising tax rates merely increases the incentive for Congress to create more tax shelters.",Off the Tax Cliff He Goes,The Wall Street Journal
7529,"Graham, Lindsey; Lieberman, Joseph I; McCain, John","May 23, 2012",898, [...]Iran's new-found interest in negotiating is almost certainly a result of the strong pressure that the regime now faces from economic sanctions.,Getting a Good Deal With Iran,The Wall Street Journal
7530,"Krane, Jim","Apr 4, 2012",725," Loss of this spare capacity would remove a crucial safety mechanism from the global economy, to say nothing of tying America's hands when it comes to future moves against oil states.",The End of the Saudi Oil Reserve Margin,The Wall Street Journal
7531,"Timiraos, Nick; Simon, Ruth","May 9, 2012",1553," Clogged mortgage pipelines have created headaches for hundreds of thousands of Americans trying to take advantage of low mortgage rates, which averaged 4.05% for the week ending April 27, according to the Mortgage Bankers Association.",Borrowers Face Big Delays In Refinancing Mortgages,The Wall Street Journal
7532,"Solomon, Jay; Gorman, Siobhan","Apr 4, 2012",2266, Israel publicly blames the Qods Force for a string of assassination attempts on Israeli diplomats; U.S. officials have publicly blamed Iran and privately point a finger at the Qods Force.,Iran's Spymaster Counters U.S. Moves in the Mideast,The Wall Street Journal
7533,"Angelos, James; Alkman Granitsas","May 18, 2012",1063," According to recent opinion polls, Mr. Tsipras's party is poised to win the most votes in elections next month, bettering its surprise second-place finish in an inconclusive May 6 vote that left no party or coalition with enough seats in Parliament to form a government.",Defiant Message From Greece,The Wall Street Journal
7534,"Reddy, Sudeep","Jun 9, 2012",603," The latest reading of small-business optimism by the National Federation of Independent Business stood at its highest point since December 2007, when the recession started.",Election 2012: 'Private Sector' Comment Becomes a Public Gaffe,The Wall Street Journal
7535,"Ma, Wayne; Spegele, Brian","Jun 22, 2012",286," China's oil imports from Iran continued to sharply rebound in May to nearly match 2011 levels following a steep drop-off earlier this year, figures showed Thursday, a day after Secretary of State Hillary Clinton said Beijing appeared to be taking steps to reduce purchases from Iran.",World News: Beijing's Oil Imports From Iran Rebound,The Wall Street Journal
7536,"Abi-Habib, Maria","Mar 30, 2012",995," Army Gen. Martin Dempsey, the chairman of the U.S. military's Joint Chiefs of Staff, said the Syrian opposition appeared to be taking steps to unite as a group, a development he said could help clear the way for international aid including arms. Many Middle East officials view Saudi Arabia's arming of Afghan jihadis in the 1980s, through official and unofficial channels, as a prime contributor to the Afghan civil war and the rise of violent Islamic jihad.","World News: Saudis Seek to Funnel Arms to Syria Rebels --- Kingdom Is Said to Press Jordan for a Weapons Route; Rebels Making Moves That Could Clear Way for Arms, U.S. Official Says",The Wall Street Journal
7537,Anonymous,"May 16, 2012",265, Coach Shaka Smart and the Rams reached the men's basketball Final Four in 2011 and the NCAA tournament's round of 32 this year.,Heard on The Field,The Wall Street Journal
7538,L. Gordon Crovitz,"May 14, 2012",771," The commissions will suppress any evidence elicited from ""enhanced interrogations"" (though this information was used for intelligence, including to locate and kill Osama bin Laden).",Information Age: From Nuremberg to Guantanamo,The Wall Street Journal
7539,Anonymous,"Jun 18, 2012",448," Last month the Senate easily voted to reauthorize the Export-Import Bank, 78-20, a vote that was never much in doubt given the backing from business lobbies and the White House.",A Tale of Two Conservatives,The Wall Street Journal
7540,"Jenkins, Holman W; Jr.","Jun 30, 2012",2101," [...]a book is bound to run into the charge of scientism -- claiming scientific authority for a mix of common sense, exhortation or the author's own preferences. For the left, the sacred issues were race and gender but are becoming global warming and gay marriage.",The Weekend Interview with Jonathan Haidt: He Knows Why We Fight.,The Wall Street Journal
7541,"Fitzpatrick, Dan; Lublin, Joann S","May 15, 2012",349, J.P. Morgan Chase & Co. closed ranks around Chief Executive James Dimon ahead of a shareholder meeting and announced the departure of a senior executive at the center of a trading blunder that has cost the bank more than $2 billion in losses.,J.P. Morgan Moves To Protect Dimon,The Wall Street Journal
7542,"Bendavid, Naftali","Apr 12, 2012",1878," Throughout history, Republicans and Democrats alike have used the reshaping of congressional districts to increase the number of House seats they can win. (Twelve states are politically split, and bipartisan panels control redistricting in six.) With Republicans so strong at the state level, their strategy of focusing on shoring up shaky seats gives Democrats a steeper hill to climb.",Election 2012: GOP Redistricting Bolsters Vulnerable House Members,The Wall Street Journal
7543,Anna Wilde Mathews,"Jun 12, 2012",633," Humana Inc., Aetna Inc. and UnitedHealth Group Inc. all said they will continue to allow young people to stay on their parents' plans until the age of 26, offer a third-party appeals process for coverage denials, and provide preventive benefits such as immunizations without any out-of-pocket expense for consumers.","Corporate News: Insurers Stand Firm on Benefits --- Humana, Aetna, UnitedHealth Won't Backtrack on Provisions Even if Justices Strike Down Health Law",The Wall Street Journal
7544,"Mullins, Brody","Apr 25, 2012",741," [...]NetJets Inc., the private-jet company owned by Mr. Buffett's Berkshire Hathaway Inc., spent more than $1 million over the past three years to lobby Congress to cut a user fee, benefiting the company's well-heeled customers, who buy or lease shares in planes.",U.S. News: Buffett Gets a Break on Fee,The Wall Street Journal
7545,Anonymous,"Jun 7, 2012",282," Even if a significant part of the electorate has diminished confidence in Mr. Obama's economic oversight and leadership skills, demographics and Electoral College numbers make it extremely unlikely that election results in 2012 will be anything like the Reagan landslide in 1980.",Election Won't Be Like 2004 or 1980,The Wall Street Journal
