,abstract,author,blog,headline,id,keywords,lead_paragraph,news_desk,pub_date,seo_headline,snippet,source,url,word_count
896,"Former Pres George W Bush is presenting book The 4% Solution, a collection of economic proposals by experts, in a rare post-term contribution to the political dialogue; it is the next step in a gradual return to the public stage; he wrote the foreword to the book. (M)",PETER BAKER,[],"With Book By Experts, Bush Joins Fiscal Fray",5001c1991c22dfde670b01dd,"[{u'name': u'creative_works', u'value': u'THE 4% SOLUTION (BOOK)'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'BUSH, GEORGE W'}, {u'name': u'subject', u'value': u'UNITED STATES ECONOMY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}, {u'name': u'subject', u'value': u'BOOKS AND LITERATURE'}]","WASHINGTON -- His entire involvement in the presidential campaign has consisted of four words uttered to a reporter as elevator doors were closing: ''I'm for Mitt Romney.'' But former President George W. Bush gingerly enters the fray a little more this week with a new book outlining ways to rebuild the economy. For the first time since leaving office three and a half years ago, Mr. Bush is advancing a variety of ideas about how to jump-start economic growth by restructuring taxes, expanding trade, encouraging innovation, fixing immigration and overhauling Social Security. He wrote the foreword for the book, a collection of essays from an array of economists, including five Nobel Prize winners, and he proposes a national goal of expanding the economy by 4 percent a year on a sustained basis.",National Desk,2012-07-14T00:00:00Z,,"Former President George W. Bush is presenting “The 4% Solution,” a collection of proposals by experts, in a rare post-term contribution to the political dialogue.",The New York Times,http://www.nytimes.com/2012/07/15/us/bush-presenting-book-of-economic-proposals.html,752
897,"Caucus column; report that Condoleezza Rice is considered as the front-runner to be Mitt Romney's vice-presidential nominee is called into question by conservatives, who cite several reasons why she would be an unlikely pick. Photo (M)",MICHAEL D. SHEAR,[],A Trial Balloon Loses Some Air,5009d0ab1c22dfde670b1875,"[{u'name': u'persons', u'value': u'RICE, CONDOLEEZZA'}, {u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'subject', u'value': u'VICE PRESIDENTS AND VICE PRESIDENCY (US)'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","Just as criticism of Mitt Romney's time at Bain Capital hit a fever pitch, the lead headline on The Drudge Report trumpeted a shocker: Condoleezza Rice was the ''front-runner'' to be his vice-presidential nominee. Ms. Rice, a former secretary of state and national security adviser who is now a professor at Stanford, has said repeatedly that she is not interested in joining the ticket.",National Desk,2012-07-14T00:00:00Z,,"Just as criticism of Mitt Romney's time at Bain Capital hit a fever pitch, the lead headline on The Drudge Report trumpeted a shocker: Condoleezza Rice was the ''front-runner'' to be his vice-presidential nominee.      Ms. Rice, a former secretary of",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9D01E4D9143FF937A25754C0A9649D8B63,636
898,"Tyler Cowen Economic View column predicts that American voters may rebel against the health care law, especially the Medicaid expansion, over time; points out the basic dynamic is that state and federal government have opposite incentives as to how many people should be kept in Medicaid; suggests that government-subsidized and mandated catastrophic insurance and a freer market for other expenditures might present a more attractive alternative. Drawing (M)",TYLER COWEN,[],The New Tug of War Over Medicaid,5001e3921c22dfde670b02b3,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'subject', u'value': u'HEALTH INSURANCE AND MANAGED CARE'}, {u'name': u'subject', u'value': u'PATIENT PROTECTION AND AFFORDABLE CARE ACT (2010)'}, {u'name': u'subject', u'value': u'STATES (US)'}, {u'name': u'subject', u'value': u'MEDICAID'}, {u'name': u'subject', u'value': u'UNITED STATES ECONOMY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","THE new health care law's individual mandate -- the provision pushing people to buy insurance, and upheld last month by the Supreme Court -- has garnered huge attention. But about half the planned expansion of insurance coverage under the new law comes from another source entirely: growth of the Medicaid program. Yet Medicaid has never been especially popular, and when its expanded role becomes more widely understood, it is likely to become less popular still.",Money and Business/Financial Desk,2012-07-14T00:00:00Z,,"The new health care law calls for expansion of Medicaid, but American voters may well rebel against the program over time.",The New York Times,http://www.nytimes.com/2012/07/15/business/medicaids-new-tug-of-war-economic-view.html,996
899,"Washington Memo; No Labels, a bipartisan group of former advisers to presidents and would-be presidents, has drafted a plan to make the presidency more effective, with proposals that would make the office both more powerful and more accountable. Photo (M)o",PETER BAKER,[],Unshackling the Presidency to Fix the Government,5000e0dc1c22dfde670afea6,"[{u'name': u'organizations', u'value': u'HOUSE OF REPRESENTATIVES'}, {u'name': u'organizations', u'value': u'NO LABELS'}, {u'name': u'organizations', u'value': u'SENATE'}, {u'name': u'subject', u'value': u'REFORM AND REORGANIZATION'}, {u'name': u'subject', u'value': u'UNITED STATES POLITICS AND GOVERNMENT'}, {u'name': u'subject', u'value': u'PRESIDENTS AND PRESIDENCY (US)'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","WASHINGTON -- In all the discussion these days about how dysfunctional Washington has become, attention usually centers on a fractious Congress riven by partisanship and paralyzed at times by rules and obstruction. Often lost in that conversation is the possibility that the presidency itself may need fixing. At least that is the conclusion of a bipartisan group of former advisers to presidents and would-be presidents who have drafted what they call a plan to make the presidency work better. With the help of several former White House chiefs of staff, the group, called No Labels, has fashioned a blueprint that would make whoever wins in November both more powerful and more accountable.",National Desk,2012-07-13T00:00:00Z,,"A bipartisan group called No Labels, seeking to make the presidency more effective, has fashioned a blueprint that would add extra powers and accountability.",The New York Times,http://www.nytimes.com/2012/07/14/us/politics/no-labels-group-offers-ideas-for-more-effective-presidency.html,917
900,"Jill Stein, presumptive presidential nominee of the Green Party, will become the party's first candidate to qualify for federal matching funds; Stein does not wield the name recognition of her predecessor, Ralph Nader, but she has earned a reputation for high-energy organization and effective, low-cost social media outreach. Photos (M)",SUSAN SAULNY;,[],"Green Party, Still the Outsider Looking In, Has a New Face This Campaign",5033fddf1c22dfde670b6ea0,"[{u'name': u'persons', u'value': u'STEIN, JILL'}, {u'name': u'organizations', u'value': u'GREEN PARTY OF THE UNITED STATES'}, {u'name': u'subject', u'value': u'UNITED STATES POLITICS AND GOVERNMENT'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","BOSTON -- Jill Stein, presumptive nominee of the Green Party, is probably the only candidate on the campaign trail who spends an hour a day cooking her own organic meals -- and who was, not too long ago, the lead singer of a folksy rock band.But the differences do not end there. When Ms. Stein is introduced on the trail as ''Jill Stein for president,'' she is also very likely the only candidate to be asked, ''For president of what?''",National Desk,2012-07-13T00:00:00Z,,"BOSTON -- Jill Stein, presumptive nominee of the Green Party, is probably the only candidate on the campaign trail who spends an hour a day cooking her own organic meals -- and who was, not too long ago, the lead singer of a folksy rock band.But the ",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=9502E5DD153FF930A25754C0A9649D8B63,1278
901,"Mitt Romney demands an apology from President Obama for making what he called ridiculous allegations in an escalating battle over whether Romney's business record included outsourcing American jobs; Obama shows no signs of backing down, and while avoiding the more provocative language used by some of his aides, says Romney should answer lingering questions about what his role was at Bain Capital. (M)",MICHAEL D. SHEAR,[],Romney Seeks Obama Apology For Bain Attacks,5000cf641c22dfde670afe8b,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'organizations', u'value': u'BAIN CAPITAL'}, {u'name': u'subject', u'value': u'OUTSOURCING'}, {u'name': u'subject', u'value': u'POLITICAL ADVERTISING'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","WASHINGTON -- Mitt Romney demanded an apology from President Obama on Friday for making what he called ''reckless'' and ''absurd'' allegations in an escalating battle over whether Mr. Romney's business record included outsourcing American jobs. After days in which the Obama campaign persistently goaded Mr. Romney and even raised questions about whether he might have broken the law by lying on a Securities and Exchange Commission filing, Mr. Romney finally hit back hard, giving five television interviews in which he said the attacks on him were ''beneath the dignity of the presidency.''",National Desk,2012-07-13T00:00:00Z,,Mitt Romney called allegations in an escalating battle over whether his business record included outsourcing American jobs “reckless” and “absurd.”,The New York Times,http://www.nytimes.com/2012/07/14/us/politics/romney-demands-apology-from-obama-on-bain-allegations.html,1195
902,"Debate over the roles of small businesses in job creation has been reignited by Pres Obama's proposal to let the Bush-era tax cuts expire for high-income earners, but studies have cast doubt on the idea that small businesses are major job creators, as Mitt Romney has argued. (M)",TRIP GABRIEL,[],A Fuller Picture in the Small-Business Tug of War,5000db241c22dfde670afea1,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'subject', u'value': u'INCOME TAX'}, {u'name': u'subject', u'value': u'LABOR AND JOBS'}, {u'name': u'subject', u'value': u'SMALL BUSINESS'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","Is it only right that wealthy Americans chip in more to help the government meet its obligations? Or does raising taxes on the rich hobble the country's ''job creators''? When President Obama proposed this week to let the Bush-era tax cuts expire for high earners, polar-opposite reactions from Republicans and Democrats were as swift as they were consistent.",National Desk,2012-07-13T00:00:00Z,,"Though Mitt Romney argues that higher taxes deter small businesses from hiring, studies have cast doubt on the idea that small businesses are major job creators.",The New York Times,http://www.nytimes.com/2012/07/14/us/politics/amid-tax-debate-a-closer-look-at-small-businesses.html,913
903,"Chinese companies, facing a weakening economy, are shifting toward a greater reliance on selling to America; change, which has swelled the American trade deficit with China, is becoming a significant issue for United States officials and the two presidential candidates. Photo (M)",KEITH BRADSHER,[],"Facing a Slowing Economy, China Turns to American Exports",5000c97e1c22dfde670afe80,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'glocations', u'value': u'CHINA'}, {u'name': u'glocations', u'value': u'UNITED STATES'}, {u'name': u'subject', u'value': u'ECONOMIC CONDITIONS AND TRENDS'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}, {u'name': u'subject', u'value': u'RENMINBI (CURRENCY)'}, {u'name': u'subject', u'value': u'US DOLLAR (CURRENCY)'}, {u'name': u'subject', u'value': u'INTERNATIONAL TRADE AND WORLD MARKET'}]","WASHINGTON -- A weakening Chinese economy, underlined by a further slowdown disclosed on Friday in Beijing, is starting to pose a headache for United States officials and the two presidential campaigns, as Chinese companies shift toward a greater reliance on selling to the American market. A real estate bust in China and sweeping layoffs in the country's construction sector, together with slower growth in retail sales and declining exports to Europe, have left one area that is thriving: exports to the United States.",Business/Financial Desk,2012-07-13T00:00:00Z,,"The American trade deficit with China is swelling, posing challenges for the presidential campaigns, and it could widen further still as the November election approaches.",The New York Times,http://www.nytimes.com/2012/07/14/business/global/chinese-exports-to-us-surge-as-the-domestic-economy-cools.html,973
904,Reporter's Notebook; vivid contrast between what Pres Obama says on the campaign trail and what is often said in his name is underscored by his condemning cynicism in politics at a campaign event in Virginia even as his staff linked to a blog post about Mitt Romney's exit from Bain Capital on his Twitter account. Photo (M),MARK LANDLER,[],"At Times, Obama And His Cyberself Differ on Tactics",5000d8291c22dfde670afe9a,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'glocations', u'value': u'VIRGINIA BEACH (VA)'}, {u'name': u'glocations', u'value': u'OHIO'}, {u'name': u'subject', u'value': u'UNITED STATES ECONOMY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","VIRGINIA BEACH -- For a moment on Friday, the cyber-Barack Obama was perfectly at odds with the flesh-and-blood version. Speaking to 1,400 supporters at a high school here, President Obama voiced his familiar lament that ''there is so much negativity and so much cynicism'' in politics that he could understand if voters tuned out the election. Minutes earlier on Twitter, he had written, ''Why Mitt Romney's end date at his buyout firm matters,'' linking to a blog post about the tempest over his Republican challenger's departure from Bain Capital.",National Desk,2012-07-13T00:00:00Z,,"As a Twitter message from the president linked to a blog post about the tempest over Mitt Romney’s exit from Bain Capital, Mr. Obama condemned cynicism in politics in a speech in Virginia.",The New York Times,http://www.nytimes.com/2012/07/14/us/politics/at-times-obama-and-his-cyberself-differ-on-tactics.html,1109
905,"Mitt Romney, speaking before the NAACP, delivers a tough critique of Pres Obama and attempts to make the case that he represents the better choice for blacks; Romney's assertions are met with a mix of cackles, boos and tepid applause.",ASHLEY PARKER and MICHAEL D. SHEAR,[],Romney Says He Offers Better Chance for Blacks,51c21b287e0d9c0839d2a378,"[{u'value': u'Blacks', u'is_major': u'Y', u'rank': u'5', u'name': u'subject'}, {u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'1', u'name': u'subject'}, {u'value': u'Voting and Voters', u'is_major': u'N', u'rank': u'6', u'name': u'subject'}, {u'value': u'National Assn for the Advancement of Colored People', u'is_major': u'Y', u'rank': u'3', u'name': u'organizations'}, {u'value': u'Romney, Mitt', u'is_major': u'Y', u'rank': u'2', u'name': u'persons'}, {u'value': u'Obama, Barack', u'is_major': u'N', u'rank': u'4', u'name': u'persons'}]",Mitt Romney tried to appeal to African-Americans while delivering a tough critique of President Obama’s policies at the N.A.A.C.P.’s annual convention.,National,2012-07-12T00:00:00Z,,Mitt Romney tried to appeal to African-Americans while delivering a tough critique of President Obama’s policies at the N.A.A.C.P.’s annual convention.,The New York Times,http://www.nytimes.com/2012/07/12/us/politics/romney-says-he-offers-better-chance-for-blacks.html,889
906,"Jill Stein, presumptive presidential nominee of the Green Party, will become the party's first candidate to qualify for federal matching funds; Stein does not wield the name recognition of her predecessor, Ralph Nader, but she has earned a reputation for high-energy organization and effective, low-cost social media outreach. Photos (M)",SUSAN SAULNY,[],"Green Party, Still the Outsider Looking In, Has a New Face This Campaign",50007d531c22dfde670af03a,"[{u'name': u'persons', u'value': u'STEIN, JILL'}, {u'name': u'organizations', u'value': u'GREEN PARTY OF THE UNITED STATES'}, {u'name': u'subject', u'value': u'UNITED STATES POLITICS AND GOVERNMENT'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","BOSTON -- Jill Stein, presumptive nominee of the Green Party, is probably the only candidate on the campaign trail who spends an hour a day cooking her own organic meals -- and who was, not too long ago, the lead singer of a folksy rock band. But the differences do not end there. When Ms. Stein is introduced on the trail as ''Jill Stein for president,'' she is also very likely the only candidate to be asked, ''For president of what?''",National Desk,2012-07-12T00:00:00Z,,"Jill Stein, who is expected to accept the Green Party’s presidential nomination, is a distinctive candidate — and not just because she cooks her own organic meals every day.",The New York Times,http://www.nytimes.com/2012/07/13/us/politics/jill-stein-green-party-candidate-and-the-chances-of-making-a-difference.html,1182
907,"Campaign Memo; at a time when the country faces an uncertain future economically and internationally, the conversation in the capital and on the campaign trail has dwelled largely on the past as allies of Obama and Romney spend their time and energy relitigating old fights rather than focusing on new ideas for the next four years; this may reflect the still-early stage of a campaign in which each side is trying to define the other by arguing that past is prologue. Photo (M)",PETER BAKER,[],"Candidates Racing for Future, Gaze Fixed Firmly on the Past",50007cf11c22dfde670ae9b8,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'subject', u'value': u'UNITED STATES POLITICS AND GOVERNMENT'}, {u'name': u'subject', u'value': u'UNITED STATES ECONOMY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","WASHINGTON -- President Obama's re-election slogan is ''Forward.'' But the campaigns he and Mitt Romney are waging these days might be more accurately described as ''Backward.'' At a time when the country faces an uncertain future economically and internationally, the conversation in the capital and on the campaign trail has dwelled largely on the past as the two contenders for the White House and their allies spend their time and energy relitigating old fights rather than focusing on new ideas for the next four years.",National Desk,2012-07-12T00:00:00Z,,The two contenders for the White House and their allies are spending their time and energy relitigating old fights rather than focusing on new ideas for the next four years.,The New York Times,http://www.nytimes.com/2012/07/13/us/politics/campaigns-focus-on-past-not-future.html,1187
908,"Obama campaign seizes on a Boston Globe report about Securities and Exchange Commission documents showing that Mitt Romney was listed as the chief executive, president and owner of Bain Capital from 1999 to 2002, contradicting Romney's assertion that he left the firm in 1999; finding shores up Obama campaign's argument that Romney was still at Bain's helm when some of its companies moved workers overseas; definitive proof of Romney's activities remains elusive, leading to another day of bitter charges and countercharges from the two campaigns. Photo (M)",MICHAEL D. SHEAR,[],Campaigns Trade Salvos Over a Romney Role at Bain After 1999,50007d531c22dfde670af028,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'organizations', u'value': u'BAIN CAPITAL'}, {u'name': u'organizations', u'value': u'BOSTON GLOBE'}, {u'name': u'organizations', u'value': u'FORTUNE'}, {u'name': u'subject', u'value': u'OUTSOURCING'}, {u'name': u'subject', u'value': u'POLITICAL ADVERTISING'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","For weeks, President Obama's top campaign strategists have tried to establish that Mitt Romney was at the helm of Bain Capital when some of its companies moved workers overseas. Proving his presence at Bain between 1999 and 2002 would create a direct link to what Mr. Obama's team describes as the outsourcing of American jobs. And it would contradict Mr. Romney's repeated assertions that by then he had left Bain, the private equity firm he founded, to rescue the Salt Lake City Olympic Games.",National Desk,2012-07-12T00:00:00Z,,"Definitive proof about Mitt Romney’s activities at Bain Capital remains elusive, leading to another day of acrimonious charges and countercharges from the two campaigns.",The New York Times,http://www.nytimes.com/2012/07/13/us/politics/campaigns-trade-salvos-over-a-romney-role-at-bain-after-1999.html,954
909,"Gov Rick Scott of Florida and other Republican governors have vowed that they will reject the expansion of Medicaid under Pres Obama's health care law, but may find it a difficult task to accomplish; advocates for the poor and some valuable political players in the health care industry intend to push back; Florida, the fourth most populous state, has more than 20 percent of its residents lacking health insurance, so Scott's agenda would have significant impact on the overall plan to insure all Americans. Photos (M)",ABBY GOODNOUGH,[],Lines Are Drawn Over Opting Out Of Medicaid Plan,50007d631c22dfde670af184,"[{u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'persons', u'value': u'SCOTT, RICHARD L'}, {u'name': u'glocations', u'value': u'FLORIDA'}, {u'name': u'organizations', u'value': u'REPUBLICAN PARTY'}, {u'name': u'subject', u'value': u'HEALTH INSURANCE AND MANAGED CARE'}, {u'name': u'subject', u'value': u'PATIENT PROTECTION AND AFFORDABLE CARE ACT (2010)'}, {u'name': u'subject', u'value': u'MEDICAID'}, {u'name': u'subject', u'value': u'UNITED STATES POLITICS AND GOVERNMENT'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","MIAMI -- In the weeks since the Supreme Court ruled that states could opt out of a plan to vastly expand Medicaid under President Obama's health care law, several Republican governors have vowed to do just that, attacking the expansion as a budget-busting federal power grab. But it may not be so easy. A battle is brewing here in Florida, where Gov. Rick Scott took to national television soon after the ruling to announce that he would reject the expansion. Advocates for the poor and some players in the health care industry -- especially hospitals, a powerful political lobby -- intend to push back.",National Desk,2012-07-12T00:00:00Z,,"Gov. Rick Scott has vowed to reject the expansion of Medicaid, a major plank of the health care law, but advocates for the poor and some players in the health care industry — especially hospitals — intend to push back.",The New York Times,http://www.nytimes.com/2012/07/13/health/policy/in-florida-a-fight-brews-over-governors-vow-to-opt-out-of-medicaid-expansion.html,1233
910,Text and assessment of television ad released by Mitt Romney's presidential campaign that accuses Pres Obama of dishonesty in his attack ads. Photo (M),TRIP GABRIEL,[],Accusing Obama of Untruths Over Outsourcing,50007d3a1c22dfde670aee50,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'subject', u'value': u'POLITICAL ADVERTISING'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","Mitt Romney's campaign released a blistering television advertisement on Thursday accusing President Obama of dishonesty in recent attacks on Mr. Romney. It also has a somewhat off-topic cameo by Hillary Rodham Clinton in which she scolds Mr. Obama during the 2008 Democratic primary race. The ad is the latest to reach the depths of nastiness that have characterized the presidential contest. THE SCRIPT ''When a president doesn't tell the truth, how can we trust him to lead? The Obama outsourcing attacks: 'misleading, unfair and untrue.' There was 'no evidence' that Mitt Romney shipped jobs overseas. Candidate Obama lied about Hillary Clinton. 'So shame on you, Barack Obama.' But America expects more from a president. Obama's dishonest campaign: another reason America has lost confidence in Barack Obama.''",National Desk,2012-07-12T00:00:00Z,,Mitt Romney’s campaign released a blistering television advertisement on Thursday accusing President Obama of dishonesty in recent attacks on Mr. Romney.,The New York Times,http://www.nytimes.com/2012/07/13/us/politics/accusing-obama-of-untruths-over-outsourcing.html,511
911,"Presumptive Republican presidential nominee Mitt Romney will speak to the NAACP, hoping his pro-jobs message will persuade some African-American voters; while blacks are expected to solidly back Pres Obama again in the election, he faces challenges in generating the same enthusiasm as in 2008.",TRIP GABRIEL,[],Romney Makes a Push for Black Voters,51c21a277e0d9c0839d2a35d,"[{u'value': u'Voting and Voters', u'is_major': u'N', u'rank': u'5', u'name': u'subject'}, {u'value': u'Romney, Mitt', u'is_major': u'Y', u'rank': u'1', u'name': u'persons'}, {u'value': u'Blacks', u'is_major': u'Y', u'rank': u'3', u'name': u'subject'}, {u'value': u'National Assn for the Advancement of Colored People', u'is_major': u'Y', u'rank': u'2', u'name': u'organizations'}, {u'value': u'Presidential Election of 2012', u'is_major': u'Y', u'rank': u'4', u'name': u'subject'}]","In speaking to the N.C.A.A.P., Mitt Romney hopes his pro-jobs message will persuade some African-Americans.",National,2012-07-11T00:00:00Z,"Romney Courts Black Vote, an Obama Strength in ‘08","In speaking to the N.C.A.A.P., Mitt Romney hopes his pro-jobs message will persuade some African-Americans.",The New York Times,http://www.nytimes.com/2012/07/11/us/politics/romney-courts-black-vote-an-obama-strength-in-08.html,1015
912,"Text and assessment of television ad released by Pres Obama's campaign in several swing states, which portrays Mitt Romney's tax plan as a sop to the wealthy. Photo (M)",RICHARD A. OPPEL Jr,[],"Mentioning Potential Tax Increases, Staying Mum on Some Tax Cuts",50007d521c22dfde670af004,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'organizations', u'value': u'TAX POLICY CENTER'}, {u'name': u'subject', u'value': u'FEDERAL TAXES (US)'}, {u'name': u'subject', u'value': u'POLITICAL ADVERTISING'}, {u'name': u'subject', u'value': u'UNITED STATES ECONOMY'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","President Obama's campaign has unveiled an attack ad arguing that Mitt Romney's tax plan is a sop to the wealthy. The ad will run in swing states: Colorado, Florida, Iowa, Nevada, New Hampshire, North Carolina, Ohio, Pennsylvania and Virginia. THE SCRIPT ''The choice on taxes. Mitt Romney's plan: A 25 percent tax cut for millionaires. Tax breaks for oil companies and corporations that shift jobs overseas. But a tax hike for 18 million working families. President Obama's plan: Ask the wealthy to pay a little more so the middle class pays less. Eliminate oil subsidies and tax breaks for companies that outsource. Two plans. Your choice.''",National Desk,2012-07-11T00:00:00Z,,"President Obama’s campaign has unveiled an attack ad that will run in swing states, arguing that Mitt Romney’s tax plan is a sop to the wealthy.",The New York Times,http://www.nytimes.com/2012/07/12/us/politics/mentioning-potential-tax-increases-staying-mum-on-some-tax-cuts.html,509
913,"Mitt Romney, speaking before the NAACP, delivers a tough critique of Pres Obama and attempts to make the case that he represents the better choice for blacks; Romney's assertions are met with a mix of cackles, boos and tepid applause. Photo (M)d","ASHLEY PARKER and MICHAEL D. SHEAR; Ashley Parker reported from Houston, and Michael D. Shear from Washington",[],Romney Says He Offers Better Chance for Blacks,50007cf71c22dfde670aea2a,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'organizations', u'value': u'NATIONAL ASSN FOR THE ADVANCEMENT OF COLORED PEOPLE'}, {u'name': u'subject', u'value': u'VOTING AND VOTERS'}, {u'name': u'subject', u'value': u'BLACKS'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","HOUSTON -- Although President Obama swept into the White House with the overwhelming support of black voters, Mitt Romney appeared before the National Association for the Advancement of Colored People on Wednesday with a bold claim: ''If you want a president who will make things better in the African-American community, you are looking at him.'' His assertion was met with cackles and boos -- as well as tepid applause -- and was emblematic of his entire speech, in which he tried to appeal to blacks while offering tough policy prescriptions that are unpopular with them.",National Desk,2012-07-11T00:00:00Z,,Mitt Romney tried to appeal to African-Americans while delivering a tough critique of President Obama’s policies at the N.A.A.C.P.’s annual convention.,The New York Times,http://www.nytimes.com/2012/07/12/us/politics/romney-says-he-offers-better-chance-for-blacks.html,889
914,"Campaign memo; Mitt Romney and his advisers were aggressive and tough during the Republican primaries, but his recent restraint has opened a round of second-guessing about his insistent focus on the economy as Democrats have turned attention to other topics; some Republicans worry he is not nimble and aggressive enough to withstand the Democratic assault against him. Photo (M)","JEFF ZELENY and ASHLEY PARKER; Jeff Zeleny reported from Washington, and Ashley Parker from Houston",[],Romney Faces Calls to Deliver Counterpunch,50007d251c22dfde670aeca6,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'OBAMA, BARACK'}, {u'name': u'subject', u'value': u'POLITICAL ADVERTISING'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","WASHINGTON -- Mitt Romney and his team of advisers built a reputation during the Republican primaries as tough street fighters skilled in the tactics of political warfare. They quietly took pride in tearing apart Newt Gingrich, Rick Santorum and the rest of their rivals. The aggressive posture ultimately became one of Mr. Romney's selling points, particularly among conservative voters who were searching for the candidate tenacious enough to take out President Obama in the general election.",National Desk,2012-07-11T00:00:00Z,,Mitt Romney’s restraint over the last two weeks has opened a round of second-guessing about his insistent focus on the economy as Democrats have turned attention to other topics.,The New York Times,http://www.nytimes.com/2012/07/12/us/politics/romney-faces-calls-to-deliver-counterpunch.html,980
915,"Caucus column; George P Bush, the eldest son of former Florida Gov Jeb Bush, says it is never too late for presumptive Republican presidential nominee Mitt Romney to take a leadership role in the immigration debate. Photo (M)d",JEFF ZELENY,[],The Immigration Debate: A Bush Tells Romney 'It's Never Too Late' to Lead,5005d5511c22dfde670b0b9e,"[{u'name': u'persons', u'value': u'ROMNEY, MITT'}, {u'name': u'persons', u'value': u'BUSH, GEORGE PRESCOTT'}, {u'name': u'subject', u'value': u'IMMIGRATION AND EMIGRATION'}, {u'name': u'subject', u'value': u'ILLEGAL IMMIGRANTS'}, {u'name': u'subject', u'value': u'PRESIDENTIAL ELECTION OF 2012'}]","6:33 p.m. | Updated George P. Bush said on Tuesday that ''it's never too late'' for Mitt Romney to take a leadership role in the immigration debate, but he acknowledged Republicans were outflanked by President Obama's election-year decision to allow hundreds of illegal immigrants to remain in the country without fear of deportation. ''Governor Romney had an opportunity to get in front of the president on the issue,'' said Mr. Bush, 36, the son of former Gov. Jeb Bush of Florida. ''But the president clearly has taken the initiative on it.''",National Desk,2012-07-11T00:00:00Z,,"6:33 p.m. | Updated  George P. Bush said on Tuesday that ''it's never too late'' for Mitt Romney to take a leadership role in the immigration debate, but he acknowledged Republicans were outflanked by President Obama's election-year decision to allow",The New York Times,http://query.nytimes.com/gst/fullpage.html?res=980CE1DE133CF932A25754C0A9649D8B63,528
