,author,date,section,word_count,abstract
295,,"Nov 3, 2012",Lifestyle,185,"
In 1992, Democrat Bill Clinton was elected the 42d president of the United States, defeating President George H.W. Bush.
"
296,"Kranish, Michael; Rowland, Christopher","Nov 4, 2012",National,2587,"
[...]he may find Democrats, bitter after the GOP adamancy of the Obama years, to be unhelpful partners when it comes to Republican goals like cutting taxes for the rich, reducing safety-net programs, and dramatically increasing military spending.\n
"
297,"Johnson, Glen","Nov 4, 2012",Metro,742,"
When the rallies have ended, when the tour buses have been idled, when the TV airwaves are finally free of campaign commercials come Tuesday night, Scott Brown and Elizabeth Warren will test a political theory.
"
298,"Fitzgerald, Jay","Nov 4, 2012",Business,869,"
Romney and the Republican Party generally support expansion of free trade, but Romney has vowed to declare China a ""currency manipulator"" on his first day in office, which could start a process toward eventual trade sanctions.    Obama also has backed tougher auto efficiency standards and programs to promote renewable energy sources, such as wind and solar, as a part of efforts to reduce pollutants associated with global climate change.
"
299,,"Nov 4, 2012",EditorialOpinion,222,"
In this era of high-stakes testing, teacher evaluations, and graduation rates, civic education remains on the back burner in many school districts.
"
300,"Rattigan, David","Nov 4, 2012",Regional,849,"
The clerks said that the primary driver for voter interest is the presidential race between incumbent Barack Obama and former Massachusetts governor Mitt Romney, but they have also seen considerable interest in other state and local races, including the US Senate race where incumbent Republican Scott Brown is being challenged by Democrat Elizabeth Warren, or in the Sixth Congressional District, where incumbent Democrat John Tierney is being challenged by Republican Richard Tisei.  
"
301,"Farrell, Michael B","Nov 5, 2012",Business,749,"
According to Pew, 39 percent of American adults have used social media to push political or social issues.
"
302,Anonymous,"Nov 6, 2012",EditorialOpinion,458,"
First Essex independent Paul Magliocchetti (Haverhill), Second Essex Democrat Joan Lovely (Salem), Third Middlesex Democrat Michael Barrett (Lexington)  * FOR STATE HOUSE (open seats)
"
303,,"Nov 6, 2012",EditorialOpinion,304,"
RE ""Voting: a teaching point"" (Bring the Family, G section, Nov. 3): I commend Mark Shanahan's idea of instructing his children in the enviable privilege we enjoy in electing public officials.
"
304,"Ebbert, Stephanie","Nov 6, 2012",Metro,810,"
On William Street in Central Square, Warren's blue signs adorned the windows and lawns of three houses, while just a few paces away, two homes were marked as GOP turf, with signs promoting Republican nominee Mitt -Romney for president.    Since she and her husband renovated the house, she said, Cantabrigians would keep walking by, seemingly eager to appraise the changes.
"
305,,"Nov 6, 2012",Arts,651,"
RADIO HIGHLIGHTS  Boston Public Radio noon WGBH-FM (89.7) Asking voters at polling places:  The Pacifier 9 p.m. (FAM) Infantile comedy about a Navy SEAL (Vin Diesel) protecting a family.
"
306,,"Nov 6, 2012",Lifestyle,228,"
In 2002, a jury in Beverly Hills, Calif., convicted actress Winona Ryder of stealing $5,500 worth of high-fashion merchandise from a Saks Fifth Avenue store (she ended up serving probation).
"
