,abstract,author,date,headline,section,source,word_count,id,candidate
30270,"""Oops"" was all that was left to [Rick Perry] when he couldn't recall the third agency he would stomp beneath the heel of his Texas boot. ""I can't,"" he said when pressed by moderator John Harwood. ""Oops."" Oops, I can't remember? Oops, ""I stepped in it"" (as he said after the debate to reporters gathering for Perry's wake)? Or, oops, I don't really know what I think (as many undoubtedly concluded)? It's right there on my very own website - RickPerry.org - the candidate told several morning show hosts in a desperate media binge to salvage his campaign. The voice belonged to Mitt Romney. As Perry's brain was hardening into arctic pack ice, Romney suggested that maybe the third agency he wanted to eliminate was the EPA. Yeah, that's it! But no, it wasn't. Pressed by Harwood, Perry said it wasn't the EPA, but blast if he could remember what it was. (Later he said it was Energy.)",,2011-11-12,"Oops, I Can't Remember?",Opinion,The Times - Tribune,760.0,30270,Romney
30271,"[Laureen Cummings], 48, of Old Forge, said she supported replacing the income tax system with a 23 percent national sales tax plan backed by Republican Reps. John Linder and Rob Woodall, Georgia. Cummings branded it the ""fair tax."" [Matt Cartwright] called the plan the ""unfair tax"" because he said it would affect every American, even those who currently do not pay income tax. ""I need to correct you on that,"" Cummings said. ""It's not that Mitt [Romney] doesn't care about those people. He was talking about their votes."" ""My opponent really wants to turn the clock back about 3 1/2 years and rehash the debates that have consumed Washington for the last 3 1/2 years,"" Cartwright said, adding that Cummings, with her proposals for limited regulation and health care repeal, wanted to turn Wall Street back into the ""Wild Wild West"" and the country into a place where insurance companies can drop people with pre-existing conditions.","Sisak, Michael R",2012-10-12,"17th District Candidates Cartwright, Cummings Outline Opposing Platforms At Wilkes University",News,Republican & Herald,873.0,30271,Romney
30295,"The two families went inside and when they later emerged Biden smiled and waved a gathered crowd, saying ""Hi guys."" Biden hugged and kissed Casey and declared her ""one of the best ladies, period."" ""I'm so old I played the first game ever played on this field,"" he said. ""I didn't actually play, but I was still here."" ""I can't think of a candidate for president who's made such a direct assault on such an honorable profession,"" he said. ""You guys - educators, teachers - you're under full-blown assault. Gov. [Romney] and his allies in the Congress, their plan for public education in America is to let the states use Title I dollars to boost enrollment in private schools.""",,2012-07-03,Biden Makes A Few Stops Before Address To Scranton Crowd,News,Citizens' Voice,889.0,30295,Romney
30309,"""I think it's very clear from the language in the bill a?[broken bar] that they cannot make benefit determinations,"" [Bob Casey] said. ""They can make assessments of where things are, they can make recommendations. They cannot supplant the role that Congress plays if Congress wants to make a change in the program. It's as simple as that. To add interpretation that somehow this entity is going to impact people's benefits, it's a lie and they know it's a lie."" ""Anything 2,700 pages long has to give us a moment of pause and we're now seeing what's in it,"" he said. ""We don't need a complete overhaul of the health care system. What we need are some minor adjustments."" ""And then they (Republicans) turn around in the same sentence and say 'We're against the mandate,'"" he said. ""They known you can't pay for those protections (without the mandate) a?[broken bar] If you don't have any coverage and you've got a pre-existing condition and you're seeking coverage, Mitt Romney and [Tom Smith] and the whole crowd don't give you any help. So you are on your own and the child is on their own, too.""","Krawczeniuk, Borys",2012-10-16,Senate Candidates Debate Health Care Overhaul,News,Citizens' Voice,1431.0,30309,Romney
30318,"Usually the vice presidential vetting process is pretty thorough. Which makes me wonder, did Paul Ryan turn over his tax returns to Romney?",,2012-08-18,Did Romney Get To See Ryan's Income Tax Returns?,Opinion,Citizens' Voice,82.0,30318,Romney
30337,"Mr. [Rudy Giuliani], whose term as New York mayor coincided with seven years of the [Bill Clinton] presidency, said Mr. Clinton was being the loyal Democrat by supporting Mr. [Barack Obama] and ""saying what he has to say."" Mr. Obama, the former mayor said, ""is no Bill Clinton."" He said the president has done ""a really bad job"" of responding to Superstorm Sandy, but the media will not report that it is worse than Hurricane Katrina because of a ""sick love affair"" with Mr. Obama. ""Obama says how can we trust [Mitt Romney],"" Mr. [Jon Voight] said. ""The truth is how can we trust him (Mr. Obama).""","Singleton, David",2012-11-06,"Giuliani, Voight Campaign In NEPA For Romney",News,The Times - Tribune,511.0,30337,Romney
30342,"Setting goals to dredging a river is a continuous project and can be done on many levels of operations. But don't wait for next year's flood to occur. The Hudson River never overflows its banks, and the material is being dumped into mine projects, with a continuous dredging system in place. 3. Adopt a very specific means by which a board member abstains from voting on a hire: Vote by secret ballot, including the abstention, releasing the votes to the public immediately upon compilation. This prevents the public abstention with a big wink to the other members when nephew Joe's name comes up. This with No. 2 would be a strong deterrent for nepotism. (Sorry, that's illegal.) Mitt [Romney-Ryan]'s education plan claims to remove burdensome regulations, but will use redesigned block grants to require states to establish teacher evaluation systems based on what the Republican education beliefs are and cutting teachers out of their own hiring process.",,2012-08-26,Your Voice: Letters To The Editor Susquehanna Can Be Source Of Benefits Remove Nepotism From W-B Board Romney On Schools Has No Answers,Opinion,Citizens' Voice,997.0,30342,Romney
30347,"Judge [Robert Simpson] lamented the ""boastful"" assertion by Rep. Mike Turzai, the House Republican leader, that the law would ensure a win for Mr. [Romney] in Pennsylvania. There could be no plainer assertion of the law's true intent, but the judge found that, in this case, that basic truth doesn't count. Because Mr. Turzai made his boast at a meeting of the Republican State Committee rather than on the House floor, and because no proof was offered at the hearing that other representatives shared that view or were motivated by that view to vote for the law, Mr. Turzai's inadvertent candor doesn't go to the question of whether the law legally was passed.",,2012-08-17,Free To Make Terrible Law,Opinion,The Times - Tribune,439.0,30347,Romney
30355,"Understanding this peculiar electoral enigma requires familiarity with Pennsylvania's famous (or infamous) ""eight-year cycle."" This is the 60-year pattern in gubernatorial elections that witnesses the Republican and Democratic parties switching control of the governor's office every eight years. From 1954 through (at least) 2010, Republican governors have followed Democratic governors like clockwork, two terms apiece, eight years apart. Statistics indicate persuasively that the eight-year cycle is not a fluke. The probability that this string of 15 gubernatorial elections is just a random occurrence is less than 0.000141 percent. That's about equivalent to shooting a hole-in-one, being struck by lightning, or Earth being in a catastrophic collision with an asteroid in the next century. It could happen, but it won't. So if [Romney] does win in 2012, the Pennsylvania electorate in 2014 will confront an incumbent governor of the president's party for only the second time in 60 years. The other time it happened was Republican Dick Thornburgh's re-election race in 1982. That election was the closest contest involving an incumbent governor in modern times. It was such a nail-biter that a major network first called it for Thornburgh's opponent, only reversing its call late on election night.",,2012-08-05,Does A Romney Victory Spell Doom For Corbett?,News,Citizens' Voice,805.0,30355,Romney
30367,"Speaking at the Obama for America Scranton headquarters, Lackawanna County Commissioner Corey O'Brien described [Romney] as beholden to oil ""executive buddies"" while pursuing ""dangerous policies"" that hurt the economy and ""working families."" ""There is only one person in this race who stands for all of us and that's President Barack Obama,"" O'Brien said. ""The big difference is that President Obama has an all-of-the-above energy strategy that reduces our reliance on foreign oil so we save money at the pump,"" O'Brien said. ""On the other hand, you see Mitt Romney here today. He is shamelessly pandering to his big oil friends and corporate interests and donors.""","Mrozinski, Josh",2012-04-05,Democrats In Scranton Take Aim At Visiting Romney,News,Citizens' Voice,397.0,30367,Romney
30368,"The two families went inside and when they later emerged Mr. Biden smiled and waved a gathered crowd, saying ""Hi guys."" Mr. Biden hugged and kissed Mrs. Casey and declared her ""one of the best ladies, period."" ""I'm so old I played the first game ever played on this field,"" he said. ""I didn't actually play, but I was still here."" ""I can't think of a candidate for president who's made such a direct assault on such an honorable profession,"" he said. ""You guys - educators, teachers - you're under full-blown assault. Gov. [Romney] and his allies in the Congress, their plan for public education in America is to let the states use Title I dollars to boost enrollment in private schools.""",,2012-07-03,Biden Back In Familiar Territory,News,The Times - Tribune,664.0,30368,Romney
30369,"Mitt Romney's tax returns will be fodder for the remainder of the GOP presidential primary campaign, and through the general election if he wins the nomination.",,2012-01-27,"A 'taxing' Situation, To Be Sure",Opinion,The Daily Review,227.0,30369,Romney
30372,"The law requires all voters to show photo ID such as a driver's license or nondriver PennDOT photo ID, U.S. passports, student ID cards with expiration dates, current military identification or ID cards issued to government employees. ""We have four months,"" added [Tom Corbett]. ""That's plenty of time to get it."" ""House Majority Leader [Mike Turzai]'s comments prove this bill was rushed through the legislature with the goal of preventing some people from voting so Gov. [Romney] and other Republicans can fix elections,"" said [Eddie Day Pashinski].","Swift, Robert",2012-07-15,Voter ID Law Sparks Disenfranchisement Debate,News,Citizens' Voice,785.0,30372,Romney
30386,"""He's become very controversial because of how provocative he's gotten,"" [G. Terry Madonna, Ph.D.] said. ""He has been unable to win big, diverse states - Ohio, Illinois, Michigan. I'm not suggesting he won't win (Pennsylvania), but I'm pointing out to you that this is the same kind of demographics that he faced in other large, industrial states."" ""And it's largely because you don't have a single officeholder running or anyone who's held an office other than a state House seat,"" Madonna said, ""And in an election in which only one of the candidates has spent any money ([Tom Smith]) on attempting to get himself known. ... It takes $3 million to $5 million to raise any kind of name recognition and you've got to do some (television) commercial advertising in the big markets and the markets around the state."" ""It's hard to distinguish them,"" he said. ""They're all literally on the same page for most of the big Republican policy agenda.""","Krawczeniuk, Borys",2012-03-27,"Poll: Santorum, Romney Neck-and-neck In Pennsylvania",News,Citizens' Voice,995.0,30386,Romney
30397,"I am looking for a map of Shamokin and somebody answered in Sound Off that they have a map but they didn't give their phone number. So I hope he calls back and gives his phone number. Frog's take: He did give his phone number, we just don't want to put it in Sound Off. If you call the office, I can give it to you. To the person who called Sound Off on ""war support"": They agree with Mr. Romney. We should be at war with Syria and Iran. No, we shouldn't. Look at all these veterans coming back with loss of limbs and in such bad shape. You go fight the war by yourself since you want that. Frog's take: That caller is full of it. He hates Romney, judging by every other call he makes. Mr. Frog, I am curious about what type and model cameras The News-Item photographers use. You guys take such great pictures. Frog's take: Thank you very much! Larry and I each use a Nikon D700.",,2012-09-12,"Sound Off: Wednesday, September 12, 2012",Opinion,The News - Item,524.0,30397,Romney
30405,"Standing in front of the downtown Scranton veterans memorial, Vice President Joe Biden's son ripped presumptive Republican president nominee Mitt Romney on Wednesday as bad for veterans, displaying the presidential campaigns' desire to woo the state's 1 million former military members. ""They have the audacity to try to push through tax cuts for millionaires and billionaires who aren't asking for it and don't need it on the backs of veterans because they want to cut $11 billion in year one (in the) Romney-[Paul Ryan] budget (in veterans spending),"" Mr. Biden said while standing before the Civil War monument honoring soldiers and sailors.","KRAWCZENIUK, BORYS",2012-08-23,VP's Son Says Romney Bad For Veterans,News,The Times - Tribune,309.0,30405,Romney
30437,"The claim is that [Romney] rescued the Olympics. The Olympics were $400 million in debt. Romney petitioned Congress and received $1.5 billion to help out. That is taxpayers helping. Finally, Romney had much success in Bain Capital. This is his main claim for being qualified to be president. First, there were many investors and other highly qualified employees that helped Romney. The silent partner that made all of his success possible is none other than the IRS. Special tax rules have allowed Bain Capital and Romney to make and keep most of their profits. Editor: In the '50s and '60s it was an embarrassment to accept aid from the government for basic living. In the '70s and '80s, in order to restore dignity, welfare was changed to ""assistance."" As time marches on assistance is slowly morphing into entitlement.",,2012-09-21,Letters To The Editor 9/21/2012,Opinion,The Times - Tribune,973.0,30437,Romney
30447,"""He was just sitting there, no Secret Service, nothing,"" [Gabriel Beaulieu] said. ""Just him and his wife, eating breakfast."" ""I wasn't shy about it, but I waited until he swallowed his food and then stuck my hand out and introduced myself,"" he said. ""We started to make small talk and he invited us to slide our table over and join them."" ""He was a very nice guy,"" Beaulieu said. ""He will be a great leader for this country,"" he said, citing his work as a businessman and governor.","Wheary, Rob",2012-10-17,Coal Township Supporter Met Romney At A McDonald's,News,The News - Item,392.0,30447,Romney
30458,The scrutiny of potential vice presidents is such that [Romney]'s choice will have to disclose more personal and financial information to Romney's team than Romney has chosen to disclose to voters about himself.,,2012-07-22,Romney's Veep Pick Will Disclose Everything; So Should He,Opinion,The News - Item,183.0,30458,Romney
30477,"That's partly because of the ham-handed way in which [Romney] handled the matter, and partly because he has not effectively dealt with the surprising issue of his wealth becoming an issue. Romney said he, like most Americans, pays what is legally required. But that's the problem. The convoluted tax code enables many extremely wealthy Americans like Romney to keep higher percentages of their income than middle-income wage earners.",,2012-01-29,Romney's Returns Proof Of Need For Sweeping Reform,Opinion,The News - Item,221.0,30477,Romney
30486,"Appearing before several hundred people, former Massachusetts Gov. Mitt Romney excoriated President Barack Obama for what he said was his failure to turn around the economy and to ""cut back"" on the military.""","KRAWCZENIUK, BORYS",2012-04-05,Romney Finishes Speech In Tunkhannock,News,Citizens' Voice,104.0,30486,Romney
30493,"""Forms don't lie. People lie, but forms don't,"" [Debbie Wasserman Schultz] said. ""Bain continued buying up companies and adding debt while laying off at least 1,500 workers."" ""This country could not afford Mitt [A Romney]'s record of leadership or lack thereof. Here in Pennsylvania, we need a president that protects hard-working middle-class workers,"" Wasserman Schultz said. ""President [Barack Obama] sticks up for the middle class while Mitt Romney sticks it to them."" [John Blake] said he believes Obama has been ""an open book"" and Romney ""apparently doesn't want to be open.""","Allabaugh, Denise",2012-07-17,DNC Chair Blasts Romney In W-B Visit,News,Citizens' Voice,487.0,30493,Romney
30504,"He lamented what he called the ""boastful"" assertion by Rep. Mike Turzai, the House Republican leader, that the law would ensure a win for [Romney] in Pennsylvania. There could be no plainer assertion of the law's true intent, but the judge found that, in this case, that basic truth doesn't count. Because Turzai made his boast at a meeting of the Republican State Committee rather than on the House floor, and because no proof was offered at the hearing that other representatives shared that view or were motivated by that view to vote for the law, Turzai's inadvertent candor doesn't go to the question of whether the law legally was passed.",,2012-08-18,Courts Must Protect Pa. Voters' Rights,Opinion,Citizens' Voice,447.0,30504,Romney
30517,"EDITOR: Dick Lugar's loss, Mitt Romney's conservative rhetoric and the fact that the Tea Party Patriots raised over $12 million last year prove a self-evident truth: the tea party is alive and well in America. The Tea Party Patriots will be a strong grassroots voice for constitutionally limited government, free markets and fiscal responsibility in the all-important 2012 elections. Unlike the Democrat and Republican parties, the money we raise is not concentrated in fancy offices in Washington DC. The Tea Party Patriots put a lot of effort in training our members, issue education, webinars, tele-town halls and mobilizing volunteers. Millions of Americans now realize that the best way to affect change in 2012 is at the grassroots level. The Tea Party Patriots are one of the most effective American grassroots organizations in 2012.",,2012-05-22,"Letters To The Editor, May 23, 2012",Opinion,The Daily Review,454.0,30517,Romney
30536,"[Ralph Waldo Emerson] had something else in mind. He wanted to make real the promise of the Declaration of Independence that ""All men are created equal,"" and so he insisted that in the new America, we must ""leave slavery out."" And he went one step further. ""Since nothing satisfies but justice,"" he declared, ""let us stifle our prejudices against common sense and humanity, and agree that every man shall have an equal vote in the state, and a fair chance in society."" [Paul Ryan], as he showed at the GOP convention, would rather just make things up to suit his story than actually make a sensible argument. This is a part of Romney's and Ryan's fact-free campaign. After the convention, their pollster, Neil Newhouse, actually boasted that ""we're not going to let our campaign be dictated by fact-checkers."" Unlike the approach of severance tax advocates, Gov. Tom Corbett's vision of ""doing it right"" also includes ensuring high standards for protecting our environment. These enhancements, contained in Act 13, were built upon the recommendations of the Governor's Marcellus Shale Advisory Commission and our legislative partners.",,2012-09-19,Letters To The Editor - 9/19/2012,Opinion,The Times - Tribune,1115.0,30536,Romney
30553,"Unfortunately, Pennsylvania law has not kept up with improvements in the operating room. Currently, non-physicians are prohibited from performing surgery. Yet the legal definition of ""surgery"" is not clear enough to ensure that only trained medical doctors will be permitted to perform emerging surgical procedures. If it had passed the Senate, Mr. [Rand Paul]'s dangerous legislation would have put roughly 3,000 lives at risk every year in Pennsylvania alone, and up to 34,000 nationwide, based on the EPA's estimates. Pennsylvanians should feel proud that Mr. [Bob Casey] sided with people over polluters by rejecting this sweeping assault on our health. Editor: I am irritated at the religious debate that has erupted in the Republican presidential field. One of Texas Gov. Rick Perry's supporters declared Mitt Romney's Mormon faith to be a ""cult,"" initiating the inevitable ""correct conservative Christian God versus incorrect conservative Christian God"" debate.",,2011-12-11,Letters To The Editor - 12/12/2011,Opinion,The Times - Tribune,744.0,30553,Romney
30574,"They killed him (perhaps in part) because of the actions of another imbecile in the U.S. One lowlife creates an anti-Islam film that looks like a blend of ""Blair Witch Project"" and ""Keystone Terrorists,"" and the unhappy Muslim world goes ballistic. Apparently, not through any civilized response such as, ""Gosh, sorry about that awful film. We don't really believe that."" Secretary of State Hillary Clinton called the film ""disgusting and reprehensible."" Of course it is, but so what? Besides, I don't think they're listening. Attempting to clarify, [Romney]'s foreign policy adviser, Rich Williamson, subsequently asserted that events would have been different under a President Romney. Perhaps, but might we use the same powers of extrapolation to infer that 9/11 wouldn't have occurred if George W. Bush hadn't been president?",,2012-09-16,Imbeciles Don't Need Any Help,Opinion,The Times - Tribune,726.0,30574,Romney
30577,"Editor: I understand that Mitt Romney and Paul Ryan are Christians. It also seems to me that Ayn Rand's philosophy is incompatible with Christianity. Are we really the only industrialized country in the world that cannot afford universal health care? Are we trying to lift all our citizens out of poverty or keep them down and poor? As good Christians we should expect Romney and Ryan ""to be their brothers' keepers."" We should expect our leaders to do the right thing. Otherwise, Romney has his money and so he has his reward. Ryan has Ayn Rand's philosophy and so he has his reward. We should not elect them; and then our country will have its reward.",,2012-09-04,Letters To The Editor - 9/4/2012,Opinion,The Times - Tribune,401.0,30577,Romney
30600,"Enacted this spring, it unleashed a cascade of contention since Gov. Tom Corbett signed it in March. It has been hailed, assailed, praised, condemned, defended, attacked, cursed and blessed. Most Pennsylvanians like it, according to polls, although the same polls suggest many don't understand it well. The law's goal, to prevent voter fraud, enjoys universal support, yet doubt exists that much fraud actually exists. The law's purpose appears to be a sham. Its stated objective, to prevent voter fraud, seems to be a classic case of a solution looking for a problem. Evidence of significant voter fraud is virtually nonexistent. Nationally, not a single person was found guilty of impersonating another voter between 2002 and 2007 (the latest data available). A GOP advocacy group last year did identify 400 fraud prosecutions over the previous decade. Even if true, however, this would still be less than one fraud a year per state. In Pennsylvania alone, there have been only four fraud convictions over the last eight years, none of which would have been prevented by the new law. The law is politically motivated. Voter suppression (i.e., discouraging certain groups from voting) is apparently the real motivation of the law. Republicans have frantically denied this, but their own House majority leader publicly acknowledged it last month. Showing perhaps more candor than canniness, Rep. Mike Turzai implied the law had the partisan goal of winning the presidential election for Mitt Romney. ""Voter ID,"" proclaimed Turzai, ""is going to allow Governor Romney to win the state of Pennsylvania."" Smoking guns don't get clearer than that.","G Terry Madonna; Young, Michael L",2012-07-22,Thinking About Voter ID,Opinion,The News - Item,871.0,30600,Romney
30608,"State lawyers defending the voter ID law agreed they were ""not aware of any incidents of in-person voter fraud in Pennsylvania"" and had ""no direct knowledge of in-person voter fraud elsewhere,"" the Philadelphia Inquirer reported, quoting court documents filed by the state lawyers. They also said they couldn't show evidence it would happen this year. This is all unlikely to be decided before Election Day, so if you're planning to vote Nov. 6, you'll probably have to show a valid ID, but don't bet on a different outcome for the election. Well, they do, and it didn't really matter until 1992, when Democrats began their streak of five straight wins by their presidential candidates in the Keystone State, a streak now fed by the rush of Democrats to Philly's suburbs. That rush damaged the way Republicans used to counter the big Democratic Philly vote. Republicans once dominated the four Philadelphia ring counties. They don't anymore. Two are majority Democratic.","RANDOM, RODERICK",2012-08-25,Voter ID Alone Can't Give State To Romney,Opinion,The Times - Tribune,829.0,30608,Romney
30614,"""Last time I can remember a presidential candidate coming to this area was when Kennedy came here in the 1960s,"" said Thomas Keener, commander of American Legion Post 360 of [WEATHERLY]. John F. Kennedy spoke on Broad Street in Hazleton in 1960 and Richard Nixon in St. Joseph's gymnasium in the city in 1968 while campaigning. Mr. [Romney]'s visit is part of his ""Believe in America: Every Town Counts Bus Tour,"" which began Friday in New Hampshire and will end next week in Michigan.","Light, Mia",2012-06-15,Weatherly Preps For A Visit From Romney,News,The Times - Tribune,257.0,30614,Romney
30616,"Editor: During a recent family gathering my sister-in-law stated, ""I don't know who to vote for now that Santorum is out of the race."" Callers recently have expressed the same sentiment on talk radio. Rick Santorum is still on the ballot. He has suspended his campaign but has not yet endorsed Mitt Romney. Santorum told supporters in a recent conference call to ""vote your conscience."" With a solid history of support for pro-life and pro-family legislation, Rick Santorum is the candidate who will get my vote in the primary. The more votes Santorum or other conservative candidates receive, the more likely Mitt Romney will be to name a conservative as vice president. I hope supporters will not stay home but come out to vote for Rick Santorum. Possibly God isn't that concerned with gays? Maybe the Lord isn't as interested in condoms and the pill as the seemingly sex-obsessed Roman curia? Possibly the Catholic faith, and Christianity in general, are meant to be more than ""the Church of No.""",,2012-04-23,Letters To The Editor 4/24/2012,Opinion,The Times - Tribune,1186.0,30616,Romney
30625,"[Romney] heads into August's Republican National Convention as the presumptive nominee to challenge President Barack Obama, a Democrat. A visit to the Hazleton area could be good news for him. John F. Kennedy spoke on Broad Street in Hazleton in 1960 and Richard Nixon in St. Joseph's gymnasium in the city in 1968 while campaigning. Both were elected president.",,2012-06-13,Romney Expected To Visit Weatherly On Saturday,News,Citizens' Voice,252.0,30625,Romney
30632,"""I think it helps to have been in business before you actually start to run something in government,"" said [Romney], who suggested that [Barack Obama] may have been better equipped as president had he started on a ""lower level"" of government, such as a state governor. ""I want to use our oil, our natural gas, coal as well as our renewable resources as well,"" he said. ""I believe in what's above the ground and what's below the ground."" ""I liked what he had to say,"" he said. ""I don't want to see Obama again. Four years is way too many.""","Whalen, Jill",2012-06-16,Romney: 'Job One Is To Create Jobs',News,Standard - Speaker,927.0,30632,Romney
30654,"This seems like an election where they hate President [Obama], but hey, Mitt is all we have so we will vote for him. Mitt better do his math over if he knows that the 47 percent who don't pay taxes aren't going to vote for him. Does he really think that there is four percent out there who pay taxes and are going to vote for him. I doubt it. This is an election where the one TV ad is true.",,2012-09-21,Mitt Romney Finally Shows His True Colors,Opinion,Standard - Speaker,249.0,30654,Romney
30658,"Standing in front of the downtown Scranton veterans memorial, Vice President Joseph Biden's son ripped presumptive Republican president nominee Mitt Romney on Wednesday as bad for veterans, displaying the presidential campaigns' desire to woo the state's 1 million former military members. ""They have the audacity to try to push through tax cuts for millionaires and billionaires who aren't asking for it and don't need it on the backs of veterans because they want to cut $11 billion in year one (in the) Romney-[Paul Ryan] budget (in veterans spending),"" Biden said while standing before the Civil War monument honoring soldiers and sailors.","Krawczeniuk, Borys",2012-08-23,Biden's Son Says Romney Bad For Veterans,News,Citizens' Voice,301.0,30658,Romney
30678,"It's the right's insistence that we the people support their Military/Industrial Complex. Yup. That's it! It's not supporting our military that's made up of living, breathing, caring human beings; it's supporting our military that's made up of huge, multi-national corporations and their bottom lines. It's their dastardly rationale that was put forth so simplistically, but, so honestly, by Mitt Romney: ""Corporations are people, my friend!""",,2012-10-05,To Further Expand On Brasch's Argument ...,Opinion,The News - Item,327.0,30678,Romney
30683,"Ms. [Laureen Cummings], 48, of Old Forge, said she supported replacing the income tax system with a 23 percent national sales tax plan backed by the Republican Representatives John Linder and Rob Woodall, of Georgia. Ms. Cummings branded it the ""fair tax."" Mr. [Matthew Cartwright] called the plan the ""unfair tax"" because he said it would affect every American, even those who currently do not pay income tax. ""I need to correct you on that,"" Ms. Cummings said. ""It's not that Mitt [Romney] doesn't care about those people, he was talking about their votes."" She also advocated a ""part-time legislature"" with members of the House of Representatives and the Senate retaining full-time jobs at home ""so that they can keep in touch with reality."" Under Ms. Cummings' plan, members of Congress would no longer be entitled to a government-backed pension.","Sisak, Michael R",2012-10-11,"Cartwright, Cummings Debate At Wilkes",News,The Times - Tribune,699.0,30683,Romney
30686,"Why can't Mitt Romney answer a direct question with a direct answer instead of dodging the question with no specifics? He is so evasive. Frog's take: Because he is a politician running for president? A note of caution for the school board about privatizing the cafeteria: If you do that, the entity that is running it is doing it for profit. It is not necessarily interested in the nutritional needs of the students, so be careful. Frog's take: That's true and there are concerns, but they must meet strict government guidelines. They can't just do as they please. I am calling about Mr. Getchey's comment in the paper about the Mount Carmel coaches. You don't know what you get until you try, and maybe the coaches up here are more educational and would teach your students a better way.",,2012-06-20,Sound Off 06-21-12,Opinion,The News - Item,587.0,30686,Romney
30693,"""He likes to see the people, he likes to shake their hand, he likes to talk to them,"" [Rose Ann Gaetano] said. ""He's a very personable person. Sometimes people don't see him that way."" ""[Rick Santorum] has enormous determination, he's a very motivated guy and that counts for an awful lot. Can you imagine the days and nights of going through 99 counties on a shoestring budget in Iowa?"" he said. ""To do that time and time and time again without saying, 'I've had it' is extraordinary."" ""It's not like they're starting from scratch,"" [Vince Galko] said. ""I'm not under any illusion. This is [Mitt Romney]'s back yard a?[broken bar] I'm never surprised by anything Rick Santorum can pull off because he's the hardest worker I know.""","Krawczeniuk, Borys",2012-01-04,Santorum's Pa. Friends Toast His Iowa Showing,News,Citizens' Voice,747.0,30693,Romney
30700,"[Romney] has managed to weather the debates unscathed. However, the brittleness he showed when confronted with the kind of informed follow-up questions that Bret Baier tossed his way Tuesday on Fox's ""Special Report"" - the kind of scrutiny one doesn't get in multiplayer debates - suggests that Romney may become increasingly vulnerable as the field narrows. Enter [Newt Gingrich], the current vessel for anti-Romney forces - and likely the final one. Gingrich's obvious weakness is a history of flip-flops, zigzags and mind changes even more extensive than Romney's - on climate change, the health care mandate, cap-and-trade, Libya, the Ryan Medicare plan, etc. Which means that Gingrich's apostasies are seen as deviations from his conservative core - while Romney's flip-flops are seen as deviations from - nothing. Romney has no signature achievement, legislation or manifesto that identifies him as a core conservative.",,2011-12-01,Assessing Flawed Front-runners,Opinion,The Times - Tribune,769.0,30700,Romney
30707," Primaries exist to help with that process, to let contenders read signals from the political landscape, to adapt, become stronger. Late in South Carolina, a feisty Mr. Romney chastised a heckler -- who was slamming him for being the 1% -- for seeking to ""divide the nation . . . as our President is doing,"" and then riffed on America's great economic model.","Strassel, Kimberley A",2012-01-27,Mitt Keeps Missing the Message,,The Wall Street Journal,845.0,30707,Romney
30714," [...] comes Florida, a state where Mr. Romney, after once lagging in the polls, now is edging ahead. [...] Florida's sheer size and the cost of advertising in its 10 major media markets create major disadvantages for candidates with little money or organizational reach, both of which are strengths for Mr. Romney's campaign.","King, Neil; Seib, Gerald F",2012-01-11,Analysis: Chances to Slow GOP Leader Dwindle,,The Wall Street Journal,907.0,30714,Romney
30724, Mr. Santorum may have the best remaining chance to build on his social conservative base with an economic growth message in a state where the jobless rate is still 9.9%.,Anonymous,2012-01-11,Romney's Granite Statement,,The Wall Street Journal,517.0,30724,Romney
30725," In a potential sign of muted Republican enthusiasm for voting this year, turnout was unlikely to exceed the levels of New Hampshire's 2008 GOP primary. [...] voters who did turn out on Tuesday included a smaller share of registered Republicans and a larger share of independents.","King, Neil; O'Connor, Patrick",2012-01-11,Election 2012: Romney Wins New Hampshire --- Focus Shifts to South Carolina After Back-to-Back Victories for Former Governor,,The Wall Street Journal,1192.0,30725,Romney
30731," Start with the fact that, like Warren Buffett, Mr. Romney said he makes most of his money from investments, not wages or salary. [...] his income is really taxed twice: once at the corporate tax rate of 35%, then again at a 15% tax rate when it is passed through to him as dividends or via capital gains from the sale of stock.",Anonymous,2012-01-20,How Much the Rich Pay,,The Wall Street Journal,777.0,30731,Romney
30739," In some of its first votes this year, the House stripped colleges of the right to ban guns on campus and eliminated the need for permits to carry concealed, loaded guns. A tea party-backed Republican became House speaker, and another won a fight to become chairman of the state GOP, beating a candidate backed by the party establishment.","Hook, Janet; Levitz, Jennifer",2012-01-07,Campaign Journal: Romney's Odd New Hampshire Odds --- Why He Is Favored in a State With an Active Tea Party and Socially Conservative Legislature,,The Wall Street Journal,928.0,30739,Romney
30744," (WSJ March 31, 2012) Mitt Romney's labeling of Russia this week as America's ""No. 1 geopolitical foe"" has drawn attention to his emerging hawkishness on several foreign policy fronts, from China's monetary policy to the war in Afghanistan -- a trend that contrasts to his more muted style on domestic issues.","King, Neil",2012-03-30,U.S. News -- Election 2012: Romney's Hawkish Stands Drawing Attention,,The Wall Street Journal,845.0,30744,Romney
30746, Romney's rivals challenged his job-creation record and called on him to release tax returns as the five remaining GOP candidates faced off in a feisty debate.,Anonymous,2012-01-17,World-Wide,,The Wall Street Journal,239.0,30746,Romney
