,author,date,section,word_count,abstract,headline,source,subjects
2702,"Goldstein, Patrick","Nov 6, 2011",Sunday Calendar; Part D; Calendar Desk,1048," After watching the screwball comedy antics of the candidates running for the Republican presidential nomination, I'm beginning to believe there isn't much difference between a campaign debate and a Hollywood press junket.",THE BIG PICTURE; Politicians get into the act,Los Angeles Times,"Motion pictures, Presidential elections, Debates, Political behavior"
2703,"Savage, David G","May 27, 2011",Main News; Part A; National Desk,960," The Supreme Court gave a big boost to proponents of stricter state laws against illegal immigration by upholding Arizona's ""business death penalty"" for employers who repeatedly hire undocumented workers. Chief Justice John G. Roberts Jr. said Arizona's licensing law ""falls well within the confines of the authority Congress chose to leave to the states,"" rebuffing challenges from the U.S. Chamber of Commerce, the Obama administration and civil rights groups.",Justices back Arizona on illegal hiring; Supreme Court ruling is hailed by supporters of stricter state-level laws dealing with the undocumented.,Los Angeles Times,"Supreme Court decisions, Immigration policy, State laws, Federal court decisions, Aliens, Foreign labor"
2704,Anonymous,"May 6, 2011",Main News; Part A; Editorial Desk,408," After a debate among his advisors, Obama decided not to make the photos public because, as he put it in a television interview, ""it is very important for us to make sure that very graphic photos of somebody who was shot in the head are not floating around as an incitement to additional violence [or] as a propaganda tool.""","They're pictures, not trophies; Obama is right -- there's no need for the U.S. to release photographs of Osama bin Laden's body.",Los Angeles Times,"Photographs, Editorials -- Bin Laden, Osama, Propaganda, Assassinations & assassination attempts"
2705,"Serrano, Richard A","Apr 5, 2011",Main News; Part A; National Desk,1042," The Obama administration admitted defeat in its efforts to prosecute the self-described mastermind of the Sept. 11, 2001, terrorist attacks before a civilian jury in New York City, announcing that Khalid Shaikh Mohammed and four others would be tried by a military commission at the U.S. naval base in Guantanamo Bay, Cuba.","OBAMA BOWS TO MILITARY TERROR TRIALS; In a political defeat for the White House, five 9/11 suspects will be tried at Guantanamo, not in New York.",Los Angeles Times,"Trials, Terrorism, Tribunals & commissions, Military tribunals"
2706,Anonymous,"Sep 15, 2011",Main News; Part A; Letters Desk,1230,,LETTERS; Politics and the pulpit,Los Angeles Times,
2707,Anonymous,"Aug 12, 2011",Main News; Part A; Editorial Desk,472," The new law that allows President Obama to raise the debt ceiling created a bipartisan ""super committee"" to seek a major deficit-reduction agreement by Thanksgiving, and this week congressional leaders named the 12 lawmakers who will be on it.","Stacking the committee; The deficit reduction panel is packed with party stalwarts, but they do have some shared goals.",Los Angeles Times,"Committees, Political leadership, National debt, Editorials -- National debt, Budget deficits, Political parties"
2708,"McMANUS, DOYLE","Feb 24, 2011",Main News; Part A; Editorial Desk,1025," (Skeptics deride those as mere IOUs, but they're not much different from 10-year Treasury bills; the federal government has a legal obligation to pay them back.) But last year, partly because of the recession and partly because a swell of baby boomers is starting to retire, Social Security collected less in taxes than it paid out. Liberal Democrats revere Social Security as the cornerstone of the social safety net, point out that benefits aren't overly generous (currently less than $13,000 a year on average), and say the problem could largely be solved by eliminating the income ceiling on Social Security taxes.",Social Security: Just the facts,Los Angeles Times,"Social security, Retirement, Cost of living adjustments, Budgets, Budget deficits, Payroll taxes"
2709,"Richter, Paul","Feb 17, 2011",Main News; Part A; Foreign Desk,1018," The U.S. also has noted that numerous civilian officials from toppled President Hosni Mubarak's government remain in place, even though the military has declared that it intends to dismiss the Cabinet. [...] officials worry that the military's condensed schedule for producing constitutional amendments and holding elections may not provide enough time for the country's nascent democracy movement to organize political parties and build a strong civilian government.",REGION IN FLUX; U.S. worries Egypt reform will fall short; Officials are privately pressing the new military rulers to follow through on democracy promises.,Los Angeles Times,"Foreign policy, Governmental reform -- Egypt, Revolutions, Democracy"
2710,"Pearson, Rick","Aug 7, 2011",Main News; Part A; National Desk,905," Are we going to have freedom of opportunity? Or, are we going to have a socialistic state? More than 50 groups are actively supporting candidates in the recall elections, including national organizations such as the Howard Dean-founded Democracy for America and the AFL-CIO for the Democrats, and Americans for Prosperity and the Club for Growth on the Republican side. Mike McCabe, executive director of the Wisconsin Democracy Campaign, a nonpartisan campaign finance watchdog group, said interest groups and candidates have spent more than $30 million, and some of the groups don't have to disclose their donors.",Wisconsin recall races carry implications for 2012,Los Angeles Times,"Collective bargaining, Budgets"
2711,"Banks, Sandy","Apr 30, 2011",Main News; Part A; Metro Desk,1105," Think for a moment about the machinations that the birthers' conspiracy would require, beginning with the birth announcement printed 50 years ago in a Honolulu newspaper ... phoned in from Kenya, I suppose, on the off-chance that this African-born infant might one day want to lead America. Like this, from a Florida resident who laid out evidence gleaned from the Internet that Obama might not legally be president: One blogger who wrote concerning a certain article I read about a week ago stated that a certain man -- and he gave his name, but I don't remember it now -- personally went to Mombasa, Kenya, to the Coast Provincial Hospital there, secured a copy of Obama's original birth certificate, then sent a copy of it to each member of Congress.","Hey, Donald: You're fired; What Trump 'accomplished' was to make a fool of himself",Los Angeles Times,"Presidential elections, Presidents, Identification documents, Racism, Citizenship"
2712,"McMANUS, DOYLE","Sep 1, 2011",Main News; Part A; Editorial Desk,1051," Malek told Palin, then still governor of Alaska, that she should do three things: finish at least one full term in office, master some tough subjects such as fiscal policy and foreign affairs (and give speeches to show it), and build a staff that could serve as the core of a campaign machine. (Her aides did not respond to a request to confirm or correct the figures above.) But as a presidential candidate, she'd be under pressure to disclose more financial details, and she'd presumably have to give up charging for her speeches and her appearances on Fox News.",The procrastinator; It's time for Sarah Palin to decide: Is she running or not?,Los Angeles Times,"Presidential elections, Political campaigns"
2713,"Richter, Paul; Zucchino, David","Jul 1, 2011",Main News; Part A; Foreign Desk,939," Brotherhood members, running as independents because the party was banned, won 20% of the seats in the Egyptian parliament in 2005. Because of its strong organization and religious and political influence, the party is also expected to do well in parliamentary elections scheduled to be held in September.",U.S. will build contacts with Muslim Brotherhood; Secretary Clinton says the move reflects Egypt's changed political landscape.,Los Angeles Times,"Politics, Muslims, Bans"
2714,"Richter, Paul; Cloud, David S","Feb 24, 2011",LATExtra; Part AA; Foreign Desk,721," A senior administration official said the White House does not want to give Kadafi a chance to cast himself as a patriot resisting American pressure. [...] U.S. officials had avoided direct statements against the regime, partly over concern that Americans in Libya could face reprisals or be taken hostage, officials said.","REGION IN FLUX; Obama slams Libya crackdown; The president doesn't specify what the U.S. will do, but officials see few options.",Los Angeles Times,"Human rights, Sanctions, Foreign policy -- United States--US, Violence, US exports, Demonstrations & protests, Diplomatic & consular services"
2715,"Savage, David G","Jun 9, 2011",Main News; Part A; National Desk,1009," Is there anything that suggests Congress can do this? After nearly three hours of argument Wednesday, the three-judge panel of the 11th Circuit Court of Appeals seemed prepared to declare at least part of last year's law unconstitutional. In addition to the argument over the law's individual insurance mandate, the appeals court also considered a challenge by the states to the requirement that they pay more in the future for healthcare for low-income people under Medicaid.",Appellate judges sharply challenge healthcare law,Los Angeles Times,"Compulsory insurance, Health care policy, Constitutional law, Court hearings & proceedings, Federal court decisions, Patient Protection & Affordable Care Act 2010-US, Judges & magistrates"
2716,"O'Leary, Hazel R; Kimball, Daryl G","Sep 14, 2011",Main News; Part A; Editorial Desk,753," More than 100 government leaders from around the globe will meet this month at the United Nations to discuss the Comprehensive Test Ban Treaty, an international accord whose goal is to make the world safer by stemming the spread of nuclear weapons.",The nuclear treaty we need,Los Angeles Times,"Nuclear tests, Treaties, Nuclear weapons, International relations"
2717,"Zenko, Micah; Friedman, Rebecca R","Feb 16, 2011",Main News; Part A; Editorial Desk,817," [...] a fully funded foreign assistance budget is essential to prevent the political instability and violent conflict that harms American security. [...] compared with the immediate responsiveness of military action, it is difficult to prove that civilian-led development and diplomatic programs have prevented political instability and conflict.",A soft bargain,Los Angeles Times,"Federal budget, Leadership, Government spending, Foreign aid, Military strategy, Armed forces"
2718,"Hamburger, Tom; Geiger, Kim; Gold, Matea","Sep 27, 2011",Main News; Part A; National Desk,1104," At a White House meeting in late October, Lawrence H. Summers, then director of the National Economic Council, and Timothy F. Geithner, the Treasury secretary, expressed concerns that the selection process for federal loan guarantees wasn't rigorous enough and raised the risk that funds could be going to the wrong companies, including ones that didn't need the help. Jim Nelson, chief executive of Solar 3D, a Santa Barbara company that is developing three-dimensional solar cell technology aimed at making more efficient solar cells, said the government should stay out of the business.\n",Obama aides voiced doubts about loans like Solyndra's; A top concern was that the vetting process wasn't rigorous enough.,Los Angeles Times,"Guarantees, Energy industry, Meetings, Congressional investigations, Energy policy, American Recovery & Reinvestment Act 2009-US, Bankruptcy"
2719,"McMANUS, DOYLE","May 1, 2011",Main News; Part A; Editorial Desk,943," Allen, the new military commander, played a key role in negotiating peace agreements with Sunni insurgents in Anbar province, insurgents who only months before had been planting roadside bombs to kill U.S. forces. [...] the administration is still sending a complicated, mixed message.",Afghanistan shift,Los Angeles Times,"Military withdrawals, Iraq War-2003, Peace negotiations, Foreign policy, Military strategy, Transitions"
2720,"Lazo, Alejandro","Oct 6, 2011",Business; Part B; Business Desk,240," A total of 15,522 borrowers received permanent modifications through the Home Affordable Modification Program in August, up 2.3% from July. Since the program began more than two years ago, 690,969 have gotten the long-term aid, the Treasury Department said Wednesday.",Mortgage mods rise slightly in August,Los Angeles Times,"Loan workouts, Foreclosure"
2721,"Dilanian, Ken","Oct 2, 2011",Main News; Part A; National Desk,726," Edwards denied speculation that the Idaho lab, which conducted a vulnerability assessment of the Siemens controllers before Stuxnet first appeared in 2009, passed information to U.S. intelligence agencies that helped them target Iran's nuclear program.",THE NATION; Idaho lab focuses on cyber-safety; Homeland Security analysts are working to find and stop computer attacks. A federal think tank says they're increasing.,Los Angeles Times,"Computer viruses, Chemical spills, Network security, Internet crime, Computer networks, Laboratories"
2722,Anonymous,"Feb 21, 2011",Main News; Part A; Letters Desk,1176,,LETTERS; Write it down,Los Angeles Times,
2723,"Romney, Lee","Apr 23, 2011",LATExtra; Part AA; Metro Desk,417," A California congresswoman Friday called for an investigation into the actions of federal immigration officials, saying they lied about whether counties and states had the right to opt out of a controversial nationwide enforcement program that screens for illegal immigrants in local jails.","CALIFORNIA; U.S. officials lied, Rep. Lofgren says; Counties and states were led to believe they could opt out of the search for illegal immigrants in jails.",Los Angeles Times,"Enforcement, Aliens, Immigration policy, Lying, Local government"
2724,"Campbell, Tom","Aug 21, 2011",Main News; Part A; Editorial Desk,821," [...] for the recovery to succeed, the private sector (not the public sector) needs to hire more people. In 2009, private banks sold the Fed large numbers of mortgage-backed securities that had been clogging up their balance sheets. [...] the Fed has been selling those securities, often at a profit.",A jobs plan that just might work,Los Angeles Times,"Unemployment, Employees, Federal legislation, Economic policy, Politics, Bills, Employment"
2725,"Meyerson, Harold","Nov 21, 2011",Main News; Part A; Editorial Desk,767," [...] Schneiderman and Biden began poking around, the states hadn't really investigated the banks, which meant that the attorneys general had precious little leverage to extract a better settlement.",Deal breaker; State Atty. Gen. Kamala Harris refuses to let five big banks get off easy in the mortgage mess.,Los Angeles Times,"Consumer protection, Predatory lending, Mortgages, Recessions, Agreements, Demonstrations & protests, Attorneys general, Bank fraud"
2726,"McMANUS, DOYLE","Sep 25, 2011",Main News; Part A; Editorial Desk,900," Yes, there are disagreements within the party on foreign policy (between hawks who want to stay in Afghanistan and budget-cutters who want to get out) and on immigration (not so much a debate as an opportunity to beat up Perry, who suffers under the handicap of actually having had to deal with the problem as governor of Texas). Last week's debate in Florida lasted two full hours, but none of the nine would-be presidents found time to mention the global economic crisis, the swooning financial markets or the decline in the incomes of most Americans.",Rightward ho!; This year's GOP is pulling all of its candidates away from the center.,Los Angeles Times,"Presidential elections, Medicare, Budgets"
2727,"Banerjee, Neela","Jan 26, 2011",Main News; Part A; National Desk,567," The GOP-led House has also vowed to swiftly roll back environmental regulations promulgated by the EPA, which they argue ""kill jobs."" Since the drubbing his party suffered in the midterm elections, Obama has staked out a more business-friendly position.",Energy czar's departure raises questions; Some say the move suggests President Obama is relaxing his stance on regulation.,Los Angeles Times,"Environmental policy, Environmental regulations, Climate change, Regulation, Emission standards, Offshore drilling, Environmental protection, Lobbyists, Resignations"
2728,"Lacher, Irene","Oct 16, 2011",Sunday Calendar; Part D; Calendar Desk,946," The life of singer, actor and social activist Harry Belafonte, 84, is examined in a new HBO documentary ""Sing Your Song,"" airing Monday. We pursued things we thought were difficult to achieve, but that did not inhibit our need to go for it, and that's what we did. [...] fortunately a large number of citizens and leaders and genders and races and cultures came to the table at the moment of truth and made a difference.",THE SUNDAY CONVERSATION; A song of reflection,Los Angeles Times,"Singers, Actors, Television programs -- Sing Your Song, Social activism"
2729,"Susman, Tina","Sep 21, 2011",Main News; Part A; National Desk,921," In Des Moines, Rep. Michele Bachmann (R-Minn.) also bashed Obama's Middle East policy but focused her comments on Iran, whose leader, Mahmoud Ahmadinejad, is scheduled to address the U.N. gathering this week. ""Since he is, in the most literal sense, an outlaw, he should not be allowed in the United States of America,"" she said.",Republicans slam Obama's Mideast policy,Los Angeles Times,"Statehood, Presidential elections, Local elections, Political campaigns"
2730,"Jalonick, Mary Clare; Superville, Darlene","Sep 18, 2011",Main News; Part A; News Desk,881," The first lady's effort has had ""a dramatic impact on manufacturers, restaurants and retailers,"" says Scott Faber, a lobbyist for the Grocery Manufacturers Assn., which represents all of the major food companies. [...] the first lady launched her initiative there was no one American who was inspiring this generation of kids and parents to do more to have a healthy lifestyle.",Food industry hears first lady; Her efforts have spurred restaurants and others to offer healthful choices.,Los Angeles Times,"Nutrition, First ladies, Obesity, Restaurants"
2731,"Lee, Don; Puzzanghera, Jim","Sep 10, 2011",Business; Part B; Business Desk,1129," [...] of whether Congress will adopt Obama's specific proposals, labor experts and economists agree that the nation's decades-old unemployment insurance system needs to change with an economy in which unemployment is running longer and employers aren't calling back workers after layoffs as often as they used to.",THE ECONOMY; Obama's new tack for jobless; He endorses plans to help avert layoffs and to give training or temporary work to the unemployed.,Los Angeles Times,"Unemployment insurance, Job creation, Federal legislation, Workers, Labor law, Economic policy, Unemployment benefits"
2732,"Lazo, Alejandro","Nov 19, 2011",Business; Part B; Business Desk,389," A bipartisan group of California lawmakers had sought the increase of all of the old limits, but the House Appropriations Committee had raised concern that Fannie and Freddie, which have received more than $150 billion in financial rescue money from taxpayers, have received public scrutiny for ""questionable business practices,"" The Times previously reported.",Higher FHA loan limits restored,Los Angeles Times,"Mortgages, Housing, Bills, Loans"
2733,"Barboza, Tony","Jul 27, 2011",Main News; Part A; Metro Desk,1303, The burden is really on ships to be prudent: to watch for whales and avoid them. Because the whale is not going to avoid them.,When ship meets whale; An aerial survey off the Channel Islands seeks to cut cetacean deaths from collisions with cargo vessels.,Los Angeles Times,"Aerial surveying, Whales & whaling, Ship accidents & safety, Wildlife sanctuaries"
2734,"Banerjee, Neela","Jan 27, 2011",Main News; Part A; National Desk,433," Hoping to woo an estranged business community and to dampen anti-regulatory fervor, Obama signed an executive order last week to spur review of regulations to ensure they helped create jobs and were not unduly burdensome, especially for small business.",GOP takes aim at regulatory agenda,Los Angeles Times,"Business government relations, Federal regulation, Congressional hearings"
2735,"Murphy, Kim","Nov 20, 2011",Main News; Part A; National Desk,775," [...] the decision to close them has been heart-wrenching for mayors in many cities -- particularly in Portland, Seattle and Vancouver, Canada, where bicycle-riding, carbon-hating politicians probably feel as much sympathy for the people in the camps as for the downtown business executives upset about threats to the holiday shopping season.",Portland mayor's tough call on Occupy camp,Los Angeles Times,"Sex crimes, Income inequality, Evictions, Progressivism, Demonstrations & protests -- Portland Oregon, Cities, Mayors"
2736,Anonymous,"Jan 1, 2011",Main News; Part A; Foreign Desk,109,,WORLD BRIEFING; UKRAINE; Uranium stocks sent to Russia,Los Angeles Times,
2737,"Lopez, Steve","Oct 12, 2011",Main News; Part A; Metro Desk,1044," Occupy L.A. is a festival, a rebellion, an awakening, complete with a mess tent, economics classes, a silk- screen printing shop, live music, a pumpkin patch and passionate conversation. [...] it gets a bit mushy; this isn't yet anywhere near as focused as the civil rights movement or as fiery as the antiwar protests of the '60s, and it may never come close.","Sit-in is badly needed spark; A night on the City Hall lawn offers some insight into Occupy L.A., a nascent movement against war, corporate greed and other ills.",Los Angeles Times,"Grass roots movement, Income inequality, Parks & recreation areas, Demonstrations & protests"
2738,"Memoli, Michael A","Apr 6, 2011",Main News; Part A; National Desk,263," Rep. Debbie Wasserman Schultz of Florida will succeed Tim Kaine as chair of the Democratic National Committee, a move that places a rising female lawmaker from a key swing state in one of the most prominent surrogate roles for President Obama's reelection campaign.","Florida congresswoman is chosen to lead DNC; Debbie Wasserman Schultz, a proven fundraiser, will succeed Tim Kaine.",Los Angeles Times,"Presidential elections, Political parties, Political leadership"
2739,"Mehta, Seema","Oct 22, 2011",Main News; Part A; National Desk,900," In the competition for the highly influential evangelical vote, abortion and gay rights are at the forefront as Republican candidates try to assure voters of their own convictions and sow doubts about those of their rivals. About 1,000 evangelical voters are expected to attend the forum, and an additional 2,500 are expected at a pre-Thanksgiving round-table in Des Moines held by the Family Leader, an umbrella group of socially conservative organizations that banded together for the 2012 campaign.",THE NATION; Evangelical voters hold sway in Iowa; GOP candidates focus on abortion and gay rights as they try to win support there.,Los Angeles Times,"Religious right, Evangelicalism, Church & state, Religion & politics, Abortion, Same sex marriage, Presidential elections, Candidates, Primaries & caucuses"
2740,"Puzzanghera, Jim; Reckard, E Scott","Mar 3, 2011",Business; Part B; Business Desk,597," ""Proposals in the House to cut off help to distressed homeowners and communities amount to punishing families -- again -- for the abuses of lenders and servicers,"" Americans for Financial Reform, a coalition that strongly backed last year's financial regulatory overhaul, said in a statement. jim.puzzanghera@latimes.com scott.reckard@latimes.\n",House members spar over efforts to avert foreclosures; Democrats call the programs ineffective but fixable. The GOP wants them gone.,Los Angeles Times,"Treasuries, Homeowners, Foreclosure, Bailouts, TARP funds, Loan workouts, Economic policy"
2741,"Riccardi, Nicholas","Jan 29, 2011",Main News; Part A; National Desk,858," The campus was opened in 2002 because its neighborhood in northeast Denver -- an assemblage of clapboard houses threaded through an industrial area dominated by a dog food processing plant -- lacked a middle school. Jack Jennings, president and chief executive officer of the Center on Education Policy, said Obama needs to be sure he doesn't use stories like that of Randolph's turnaround to jump to simplistic conclusions -- like that all that's needed is to weaken teachers unions.\n","A school's triumphant rise; After extracting itself from district rules, the Denver institution turns around, earning praise from Obama.",Los Angeles Times,"Academic achievement, Secondary schools, Urban schools, Education reform"
2742,"Willman, David","Nov 24, 2011",Main News; Part A; National Desk,322," The article reported that, after Siga's chief executive complained on April 6 about the government's ""approach to profit"" in discussing the price to be paid for ST-246, a presidential appointee, Dr. Nicole Lurie, assured him that her department's most senior procurement official would take over the negotiations.",Senator seeks review of smallpox drug pact,Los Angeles Times,"Press releases, Government contracts, Smallpox"
2743,"McMANUS, DOYLE","Jan 9, 2011",Main News; Part A; Editorial Desk,921," Equally important, the staff shifts also reflect a change in the core mission of the Obama White House. [...] the midterm elections, Obama's time in office had been shaped by two primary forces: the mass movement that swept a once-obscure Illinois senator into the White House, and the near-collapse of the economy, which demanded a massive federal response.",Obama tacks to the center; The president is gearing up to work with Republicans and to spur private-sector employment.,Los Angeles Times,"Congressional elections, Presidential elections, Regulation of financial institutions, Government spending, Presidents"
2744,"Savage, David G","Sep 7, 2011",Main News; Part A; National Desk,686," For the first time, lawmakers put its director under political control by requiring Senate confirmation of the president's nominee. [...] no one has been confirmed.","Republicans refuse to confirm leader for ATF despite its woes; Former officials say the agency, which botched a sting operation, needs a full-time director.",Los Angeles Times,"Prohibition era, Firearm laws & regulations, Firearms, Hearings & confirmations, Attorneys general, Nominations"
2745,Anonymous,"Jun 1, 2011",Main News; Part A; Editorial Desk,367, The government has failed to provide adequate resources to investigate those and other human rights crimes. [...] overall public safety remains elusive.,Healing Honduras,Los Angeles Times,"Human rights, Foreign aid, Coups d etat, Editorials -- Honduras"
2746,"Reston, Maeve","Nov 25, 2011",Main News; Part A; National Desk,981," Explaining his veto of a bill expanding access to emergency contraception, he said his ""pro-life"" views had ""evolved and deepened"" as he had studied embryonic stem cell research and cloning.","THE NATION; NEWS ANALYSIS; Romney is still facing a trust deficit; He leads the GOP field, but many voters view him as someone whose views change with the political tide.",Los Angeles Times,"Presidential elections, Political campaigns, Candidates, Political behavior"
2747,,"Nov 21, 2011",Main News; Part A; Editorial Desk,410," Mexican President Felipe Calderon's most enduring legacy may well turn out to be the death toll from his country's bloody drug war. Since 2006, some 45,000 civilians have died, and the body count continues to rise.",Mexico's war with itself,Los Angeles Times,"Human rights, Editorials -- Mexico, Cartels, National security, Drug trafficking, Public prosecutors, Criminal investigations"
2748,Anonymous,"Jan 20, 2011",Main News; Part A; Letters Desk,1155," First is the term ""healthcare"" reform. [...] the article mentions the Republican plan to dismantle the reform program in progress and start working on one of their own -- a plan, by their own admission, that would take a long time to design and implement.",Healthcare politics,Los Angeles Times,Students
2749,"Serrano, Richard A","Apr 21, 2011",Main News; Part A; National Desk,801," According to the CIA, the onetime top Al Qaeda lieutenant was held for four years at an undisclosed ""black site"" where interrogators waterboarded him, placed a handgun beside his head and fired up an electric drill.",THE NATION; U.S. revives Guantanamo tribunal; Saudi is charged; Allegations of torture complicate the case against the Cole bombing suspect.,Los Angeles Times,"Tribunals & commissions, Military tribunals, Trials, Indictments, Evidence, Suicide bombings, Questioning"
2750,"Murphy, Kim","Jan 18, 2011",Main News; Part A; National Desk,1368," Johnson, who considers herself a conservative and was running for her first party leadership post after volunteering for several Republican campaigns, including McCain's, said she has been bewildered by the animosity of the attacks from members of the district's conservative tea party wing, who ran on a slate called New Vision. Miller, 43, who runs a philanthropic foundation for cardiomyopathy patients and is starting a political action committee to help young people go into politics, was a Democrat who joined the Republican Party in 1995.",Nerves on edge in Arizona politics; Safety fears have driven even GOP moderates to quit.,Los Angeles Times,"Mass murders, State government, Meetings, Conservatism, Political behavior, Resignations, Political parties, Political activism"
2751,,"Oct 22, 2011",Business; Part B; Business Desk,110,,BUSINESS BRIEFING; BANKING; Nominee named for FDIC job,Los Angeles Times,
2752,"Lee, Don","Aug 12, 2011",Business; Part B; Business Desk,961," Yet the implications of the new trade data may outlast current fluctuations in the market by casting a cloud over future profits of major exporting companies, including Cisco, a San Jose producer of computer networking systems. [...] Thursday's trade data prompted economists to cut their estimates of U.S. gross domestic product growth -- the broadest measure of economic activity -- to below 1% for the second quarter, from an initial rate of 1.3% generated by the government.",U.S. trade deficit jumps,Los Angeles Times,"Trade deficit, Recessions, Economic forecasts, Economic conditions, Unemployment"
2753,"Chu, Henry","Jun 19, 2011",Main News; Part A; Foreign Desk,1056," From 2007 to 2010, Sherard Cowper-Coles served as Britain's ambassador and special representative to Afghanistan, giving him an inside view of the struggle on the battlefield and in the corridors of power to stabilize the war-torn country. Since retiring last year, the veteran diplomat has become an outspoken critic of British and U.S. policy toward Afghanistan.",FOREIGN EXCHANGE; Briton faults the focus in Afghanistan; Ex-envoy says West should drop military approach and concentrate on a political deal,Los Angeles Times,Politics
2754,"Hilkevitch, Jon","Apr 9, 2011",Business; Part B; Business Desk,387," If the Midwestern states obtain some of the $2.4 billion that Florida relinquished, the money will be used to buy new trains, accelerate plans to build track and signals for 110-mph passenger service and install railroad crossing upgrades on the Amtrak route between Chicago and St. Louis on the Union Pacific Railroad line, officials said.",Calif. has more rivals for rail funds,Los Angeles Times,"High speed rail, Light rail transportation, Competition, Railroad crossings, Railroad transportation, Federal funding, Government grants"
2755,"Mascaro, Lisa","Apr 11, 2011",Main News; Part A; National Desk,865," According to the White House website, Obama saved his signature education program, Race to the Top, but cut earmarked transportation projects and crop insurance rebate programs.",THE NATION; Rivals brace for next budget war; New skirmishes will likely focus on the future of Medicare and Medicaid.,Los Angeles Times,"Tax cuts, Health care policy, Government grants, Federal budget, Medicare, Tax rates, Medicaid, Government spending, National debt"
2756,"Rutten, Tim","Feb 23, 2011",Main News; Part A; Editorial Desk,746," [...] as Tim Phillips, head of Americans for Prosperity, a group created and funded by the Koch brothers to the tune of $40 million last year, told the paper, even before the new governor was sworn in last month, executives from the Koch-backed group had worked behind the scenes to try to encourage a union showdown.",Busting the unions; Madison's crisis is fueled by Walker's anti-labor agenda.,Los Angeles Times,"Employees, Collective bargaining, State budgets, Labor unions"
2757,Anonymous,"Jun 16, 2011",Main News; Part A; Editorial Desk,415," If Congress does pass legislation, it should be carefully circumscribed to approve only the air attacks on Libya and not to open the door to U.S. ground troops in that country, a prohibition already contained in the U.N. Security Council resolution authorizing the Libyan operation.",Legalizing Libya,Los Angeles Times,"Foreign policy, Presidents, Editorials -- Libya, Military engagements"
2758,"Adams, Jill U","Nov 14, 2011",Health &amp; Wellness; Part E; Features Desk,1178," The medicine, Doxil, is used to treat patients with ovarian cancer, multiple myeloma or Kaposi's sarcoma after first-line treatments have failed. According to a report last month in the American Journal of Health-System Pharmacy, the extra labor involved adds up to $216 million a year.",Taking stock of drug dearth,Los Angeles Times,"Federal regulation, Cancer, Cancer therapies, Ovarian cancer, Production controls, Supply & demand, Pharmaceutical industry, Drug stores, Manufacturing"
2759,Anonymous,"Apr 28, 2011",LATExtra; Part AA; National Desk,1143," ""What we faced today was massive damage on a scale we have not seen in Tuscaloosa in quite some time,"" Mayor Walter Maddox told reporters, adding that he expected the city's death toll to rise. Tuscaloosa City Councilman Lee Garrison said the twister touched down at the southwest corner of the city and moved northeast, ""staying on the ground pretty much the entire time.""","Scores die as storms rack South; Alabama is hardest hit, with more than 60 killed and a college town devastated by a giant tornado. Obama declares a disaster.",Los Angeles Times,"Tornadoes, Casualties"
2760,"Mehta, Seema","Jul 25, 2011",Main News; Part A; National Desk,239," In recent days, Pawlenty -- who trails far behind Bachmann in the polls -- has directly called her out, saying that her congressional record is nonexistent and that voters cannot afford to send another politician to the White House who lacks executive experience.",Bachmann answers Pawlenty's put-down,Los Angeles Times,"Presidential elections, Candidates, Political behavior"
2761,,"Oct 30, 2011",Main News; Part A; National Desk,192," The survey of likely caucusgoers showed Cain, the former pizza chain executive, leading all Republican presidential candidates with 23%.","NATIONAL BRIEFING; IOWA; Cain, Romney lead state poll",Los Angeles Times,"Presidential elections, Candidates"
2762,Anonymous,"May 19, 2011",Main News; Part A; Letters Desk,1286,,LETTERS,Los Angeles Times,
2763,"Magnier, Mark","Aug 19, 2011",Main News; Part A; Foreign Desk,1059," The World Bank estimates that 97% of Afghanistan's economy is tied to international military and donor spending, with the Senate Foreign Relations Committee warning of ""severe economic depression"" after 2014. Since America invaded, the rich get richer and the poor get poorer.",THE WORLD; Afghans fear for economy after U.S. leaves; The country has grown dependent on foreign military and donor spending.,Los Angeles Times,"Military withdrawals, Economic depression, Iraq War-2003, Postwar reconstruction, Armed forces"
2764,Anonymous,"Jul 2, 2011",Main News; Part A; National Desk,122,,NATIONAL BRIEFING; MONTANA; Sage grouse suit to go forward,Los Angeles Times,
2765,"McMANUS, DOYLE","Oct 13, 2011",Main News; Part A; Editorial Desk,1005," Perry angered many social conservatives when he defended his decision to extend in-state college tuition to undocumented immigrants, a policy Romney attacked as a $100,000 discount for foreigners that Texas refused to Americans from other states.",Mitt and the Not-Romneys,Los Angeles Times,"Political campaigns, Sales taxes, Endorsements, Presidential elections, Conservatism, Candidates, Nominations, Primaries & caucuses"
2766,"Mehta, Seema","Sep 18, 2011",Main News; Part A; Metro Desk,818," Rep. Thaddeus McCotter of Michigan at the breakfast and Fred Karger, the first openly gay Republican presidential candidate, at a morning champagne reception by the Log Cabin Republicans.","THE REGION; Bachmann, Paul talk at convention; State Republicans hear from several presidential hopefuls, but Romney and Perry don't attend.",Los Angeles Times,"Presidential elections, International relations, Candidates, Conventions"
2767,,"Oct 9, 2011",Main News; Part A; Letters Desk,1345,,LETTERS; Time for a change,Los Angeles Times,
