,author,date,section,word_count,abstract,headline,source
693,"Tyree, Danny","Sep 4, 2012",Opinion,512,"I dread seeing ""disdain for the arts"" become a litmus test for conservatives. Yes, the firebrands in the GOP Establishment (the ones who supported the Children's Television Workshop until they realized it didn't involve sweat) are licking their lips at the prospects of yanking the rug out from under elitist pinkos; but other conservatives serve on the boards of local public TV stations, and millions of salt-of-the-earth folks feel no guilt about learning from public TV or adding a little culture to their lives by occasionally admiring a sculpture exhibit.","Viewers Like You, GOP",The Times - Tribune
694,"MROZINSKI, JOSH","Nov 30, 2011",News,475,"While Ms. Robbins said the president's plan has a ""few positive elements,"" she said it contains ""stifling tax increases."" She recommended the president pursue the National Association of Manufacturers' goals, which includes policies such as modernizing the U.S. export control system and creating a national tax climate that ""enhances"" the global competitiveness of the country's manufacturers.""",Americans For Prosperity: President's Policy Not Creating Jobs,The Times - Tribune
695,"MacDOWELL, MICHAEL A","Sep 1, 2012",Opinion,762,"These are only a few of the hundreds of volunteer service activities undertaken by Misericordia students every year in the global community. Many of them are incorporated into the curriculum and offer ample opportunities for our students to learn how to help others help themselves. As a result, our students gain the satisfaction of helping people ""learn to fish"" and by doing so, they learn how to do so as well.",Showing Others How To Fish,The Times - Tribune
696,"KRAWCZENIUK, BORYS","May 17, 2011",News,567,"""We have a lot of local races contested, as well,"" including a competitive race for supervisor in Clifton Twp., he said. ""Our voters are typically pretty committed. Rain doesn't stop them.""",Voter Turnout Pretty Predictable,The Times - Tribune
697,"KRAWCZENIUK, BORYS","Sep 29, 2012",News,455,"""The Congressman has said all along that he believes debates are important, that is why he is planning to do the same number of debates as President [Barack Obama] and Gov. [Romney] in formats that will give every person in the 11th district an opportunity to either watch or listen to the candidates debate,"" Mr. Stange said.",Congressional Debates Shaping Up,The Times - Tribune
698,,"Aug 12, 2012",News,348,"Paul Ryan has a deep connection with middle class United States citizens, an intimate knowledge of finance. He's come up with a pretty creative plan to rectify the budget that should be looked at. I'm not certain everyone will approve of every item of his budget, but certainly it's a more creative and well-thought out plan. He's a family man, he's got great grassroots to the middle class. And he's a young man who brings a fresh perspective to something that's been dominated by older section of our population for years, which is the presidency. He has connections to (congressmen) Tom Marino and Lou Barletta. I know they worked with him and are comfortable working together.",Local GOP Officials Back Ryan Selection,Citizens' Voice
699,"Dino, Jim","Jun 14, 2012",News,394,"Weatherly Mayor Tom Connors called news of Romney's visit ""fantastic.""",Mitt Romney Headed To Weatherly On Saturday,Republican & Herald
700,"Legere, Laura","Jun 10, 2011",News,568,"""To ask people from Northeastern Pennsylvania and Central New York to make a seven- or eight-hour trip to go to a hearing - even though they are passionate about it and want to do it - is a very hard request,"" he said. ""You can't expect people to do that unless they have some reward for it. And so we're offering that reward.""",Pro-gas Group Offers All-expenses Paid Trip For Local Landowners To Attend Federal Fracking Hearing,Citizens' Voice
701,"Gilger, Mark","Apr 25, 2012",News,227,"Republican Mitt Romney received 3,153 votes (49.47 percent) out of the 6,374 total votes cast by county Republicans. Rick Santorum received the second highest vote total in the county among the four Republicans on the ballot with 1,536 votes (24.10 percent).",22% Vote In County,The News - Item
702,,"Oct 16, 2012",Opinion,257,"I worked at RCA in Mountain Top for 30 years and had to retire early because of medical reasons. I loved to work at RCA, but our people today lost their jobs. I don't think the people are parasites. I'm referring to people all over our country.",Americans Aren't Parasites; They Worked For Their Benefits,Citizens' Voice
703,,"Jan 16, 2012",Opinion,1090,"Editor: Just for the sake of argument, I'm conceding this one point to former House Speaker Newt Gingrich (Times-Tribune Jan. 7) : President Obama is indeed the ""food-stamp president."" In as much as Obama's mother had to depend temporarily on food stamps, that man is the food-stamp president.",Letters To The Editor - 1/17/2012,The Times - Tribune
704,"KRAWCZENIUK, BORYS","Sep 17, 2012",News,1192,"""You can't take the risk of allocating resources to a place that may come up short and give you nothing at all,"" he said. ""That's where they're at right now. It's not that there isn't any chance here, it's just that it's not worth the risk.""",Lack Of Presidential Ads Signals Pa. Less Of A Swinger,The Times - Tribune
705,"Krawczeniuk, Borys","Sep 17, 2012",News,1163,"""You can't take the risk of allocating resources to a place that may come up short and give you nothing at all,"" he said. ""That's where they're at right now. It's not that there isn't any chance here, it's just that it's not worth the risk.""",Lack Of Presidential Ads Signals Pa. Less Of A Swing State,Citizens' Voice
706,,"Oct 28, 2012",Opinion,127,Obama's had almost four years to clean anything up and all we've seen is it's worse. The president has failed our great nation and it's time to give someone else a try. I'm voting for Mr. Romney.,What Has Obama Done?,The News - Item
707,,"Sep 17, 2012",Opinion,397,"In reverse, consumption decreases, production decreases and employment also decreases. For the last hundred years or more we have had business cycles that end in recession, sharp decreases in consumption, production and employment.",Letters To The Editor - 9/17/2012,The Times - Tribune
708,,"May 13, 2012",Sports,961,"Penn State women's volleyball coach Russ Rose, always one to provide a witty but truth-filled one-liner, said part of the reason for O'Brien's allure with fans is that he is still undefeated. So true. That's not to say that his vision isn't a great one, that he doesn't have every ounce of smarts and passion and intensity needed to be one of the best coaches in the nation. It just means that if being a great role model, a tough father figure and a leader of young men was what really paid in college football, every coach would have tried to do what [Joe Paterno] did for all those years.","COLLINS COLUMN: Penn State's O'Brien Saying, Doing The Right Things",Standard - Speaker
709,Anonymous,"May 04, 2011",Opinion,264,"Rather than forsaking Pakistan, the United States should use Islamabad's embarrassment as leverage to accelerate the war against terrorists. It should seek a commitment for an all-out war against terrorists, Pakistani military action against the Taliban on its side of the border with Afghanistan, and permission for U.S. troops to pursue the Taliban into Pakistan. President Obama also should demand Pakistan's assistance in finding the presumptive new leader of al-Qaida, Ayman al-Zawahiri, and Mullah Mohammed Omar, the spiritual leader of the Taliban.",Pakistan Has A Choice To Make,Citizens' Voice
710,,"May 18, 2012",News,146,"[Joshua D. Miller], a former Marine, ""died serving his community, his commonwealth, and his country,"" [Lou Barletta] said. ""I'm very proud and happy to see this bill honoring Trooper Miller's memory move forward.",Bill Approved Naming Post Office In Trooper's Honor,Citizens' Voice
711,,"Nov 25, 2011",Opinion,322,"Congress also should figure into the equation the costs to businesses associated with closing regional processing and distribution centers like Scranton's. As noted at a recent public hearing by a local mass mailer, lost pre-sorting discounts available through the center will be very costly to an array of businesses that continue to rely on regular mail.",300 Jobs Ripe For President To Help Save,The Times - Tribune
712,"Krawczeniuk, Borys","Jan 26, 2011",News,503,Casey said he disagreed with the president's proposed ban on earmarks - the money set aside for congressmen's special projects - saying that congressional rules changes had produced the scrutiny and transparency necessary to improve the system.,Area's Congressional Delegation Gives Obama Mixed Reviews On Speech,The Daily Review
713,"KRAWCZENIUK, BORYS","Feb 21, 2012",News,1090,"It would be almost impossible for anyone to officially wrap up the race by Pennsylvania. Mr. Romney is closest, needing 1,045 delegates to get to 1,144. The primaries and caucuses coming up before Pennsylvania have 1,197 delegates to award, meaning even Mr. Romney would have to win almost all of them to wrap things up.",Pennsylvania GOP Primary Likely Relevant To Presidential Nomination,The Times - Tribune
